Position,Artist,Song_Title,Lyrics
11,Janis Joplin,Me And Bobby McGee,"Busted flat in Baton Rouge: waitin' for a train
When I's feelin' near as faded as my jeans
Bobby thumbed a diesel down just before it rained
And rode us all the way into New Orleans

I pulled my harpoon out of my dirty red bandana
I's playin' soft while Bobby sang the blues
Windshield wipers slappin' time
I was holdin' Bobby's hand in mine
We sang every song that driver knew

Freedom's just another word for nothin' left to lose
Nothin': it ain't nothin' honey: if it ain't free
And feelin' good was easy: Lord: when he sang the blues
You know feelin' good was good enough for me
Good enough for me and my Bobby McGee

From the Kentucky coal mines to the California sun
Yeah: Bobby shared the secrets of my soul
Through all kinds of weather: through everything we done
Yeah: Bobby baby kept me from the cold

One day up near Salinas: Lord: I let him slip away
He's lookin' for that home and I hope he finds it
But I'd trade all my tomorrows for one single yesterday
To be holdin' Bobby's body next to mine

Freedom's just another word for nothin' left to lose
Nothin': and that's all that Bobby left me
Well feelin' good was easy: Lord: when he sang the blues
And feelin' good was good enough for me
Good enough for me and my Bobby McGee: yeah

La da da: la da daa: la da daa da daa da daa
La da da da daa dadada Bobby McGee-ah
La li daa da daa daa: la da daa da daa
La la laa la daada Bobby McGee-ah yeah
La di da: ladida LA dida LA di daa: ladida LA dida LA di daa

Hey now Bobby now now Bobby McGee yeah
Lo lo LO lolo LO lo laa:
Lololo LO lolo LO lolo LO lolo LO la laa
Hey now Bobby now now Bobby McGee yeah

Lord: I called him my lover: I called him my man
I said I called him my lover: did the best I can
C'mon: hey now Bobby now: hey now Bobby McGee: yeah
Lo lo Lord: a Lord: a Lord: a Lord: a Lord: a Lord: a Lord: oh
Hey: hey: hey: Bobby McGee: Lord

Lo lo Lord: a Lord: a Lord: a Lord: a Lord: a Lord: a Lord: oh
Hey: hey: hey: Bobby McGee: Lord"
12,Al Green,Tired Of Being Alone,"I'm so tired of being alone
I'm so tired of on-my-own
Won't you help me girl
Just as soon as you can?

People say that I've found a way
To make you say that you love me
Hey baby: you didn't go for that
It's a natural fact
That I wanna come back
Show me where it's at: baby

I'm so tired of being alone
I'm so tired of on-my-own
Won't you help me girl
Soon as you can

I guess you know that I: uh: I love you so
Even though you don't want me no more
Hey hey hey hey: I'm cryin' tears
All through the years
I'll tell ya like it is
Honey: love me if you will

Yeah baby
Tired of being alone here by myself: now
I tell ya: I'm tired baby
I'm tired of being all wrapped up late at night
In my dreams: nobody but you: baby
Sometime I wonder

If you love me like you say you do
You see baby: I-I-I been thinkin' about it: yeah
I been: I been wantin' to get next to you baby
Ya see: sometimes I hold my arms: I say mmmm hmmm hmmm
Yeah baby
Meeting you has proven to me
To be my greatest dream: yeah

Tired: baby
Yeah: you don't know what I'm talkin' about
Sometimes late at night I get to wonderin' about you baby
Oh baby: baby
I'm so tired of being alone
I'm so tired of being alone
I'm so tired of being alone"
13,Honey Cone,Want Ads,"Wanted: young man single and free
Experience in love preferred: but will accept a young trainee
Oh I'm gonna put it in the want ads: I need a love that's true
Gonna put it in the want ads: my man and I are through

At home I find myself: lost and all alone
My man is playing the field: the thrill is gone
He stays out all night: says he's with the boys
But lipstick on his collar: perfume on it too
Tells me he's been lying: tell ya what I'm gonna do
I'm gonna put it in the want ads: this girl's in misery
Gonna put it in the want ads: somebody rescue me

I spend my nights alone: cryin' bitter tears
Although I cry aloud: nobody really hears
And when I need him most: he's never by my side
He's either playing cards: or drinking at the bar
He thinks that I'm a fool: I'm going to the evening news
Gonna put it in the want ads: I need somebody new
Gonna put it in the want ads: my man and I are through

Extra extra: read all about it: wanted: young man single and free
Experience in love preferred: but will accept a young trainee

Extra extra: read all about it: wanted: young man single and free
Experience in love preferred: but will accept a young trainee

Oh I'm gonna put it in the want ads: I need somebody new
Gonna put it in the want ads: my man and I are through
Gonna put it in the want ads: this girl's in misery
Gonna put it in the want ads: please somebody rescue me

Lipstick on his collar: perfume on it too
Tells me he's been lying: I'm going to the evening new
Gonna put it in the want ads: I need somebody new
Gonna put it in the want ads: my man and I are through
Gonna put it in the want ads: this girl's in misery
Gonna put it in the want ads: please som"
14,Undisputed Truth,Smiling Faces Sometimes,"Smiling faces sometimes
Pretend to be your friend
Smiling faces show no traces
Of the evil that lurks within
(Can you dig it)

Smiling faces: smiling faces sometimes
They don't tell the truth
Smiling faces: smiling faces tell lies
And I got proof
Oh Lord: yeah

Let me tell ya
The truth is in the eyes
Cause the eyes don't lie: amen
Remember: a smile is just a frown
Turned upside down: my friend
So hear me when I'm saying

Smiling faces: smiling faces sometimes
Hey: they don't tell the truth
Smiling faces: smiling faces tell lies
And I got proof

(Beware) Beware of the handshake
That hides the snake (can you dig it: can you dig it)
I'm-a telling you (beware)
Beware of the pat on the back
It just might hold you back

Jealousy (jealousy): misery (misery)
Envy (envy): I tell you: you can't see
Behind

Smiling faces: smiling faces sometimes
Hey: they don't tell the truth
Smiling faces: smiling faces tell lies
And I got proof

Hey: your enemy won't do you no harm
Cause you know where he's coming from
Don't let the handshake and the smile fool ya
Take my advice: I'm only trying to school ya

Smiling faces: smiling faces sometimes
They don't tell the truth
Smiling faces: smiling faces tell lies
And I got proof
(Smiling faces: smiling faces sometimes)"
15,Cornelius Brothers and Sister Rose,Treat Her Like A Lady,"All my friends had to ask me
Something they didn't understand
How I get all the women
In the palms of my hand

And I told them
Treat her like a lady (treat her like: you got to: got to treat her like)
Do the best you can do (treat her like: you got to: got to treat her like)
You got to treat her like a lady and she'll give in to you
Lord: look and see
You know what I mean

I know you've heard that a woman (treat her like: you got to treat her like)
Will soon take advantage of you (treat her like: you got to treat her like)
Let me tell you: my friend (treat her like: you got to treat her like)
There just ain't no substitute (treat her like: you got to treat her like)

So you ought to
Treat her like a lady (treat her like: you got to: got to treat her like)
Do the best you can do (treat her like: got to: got to treat her like)
You got to treat her like a lady and she'll give in to you
Lord: look and see
You know what I mean

Oh: you got to love her (love her): tease her (tease her)
But most of all you got to please her (please her)
You got to hold her (hold her) and want her (want her)
And make her feel you'll always need her (need her)
You know a woman (woman) is sentimental (woman)
And so easy (woman) to upset (woman)
So make her feel (feel) that she's for real: yeah (real)
And she'll give you happiness: whoa

Strange as it seems (treat her like: you got to treat her like)
You know you can't treat a woman mean (treat her like: you got to treat her like)

So my friends: there you have it
I said it's the easy: simple way
If you fail to do this
Don't blame her if she looks my way

'Cause I'm gonna
Treat her like a lady (treat her like: you got to: got to treat her like)
So affectionately (treat her like: you got to: got to treat her like)
I'm gonna treat her like a lady and she'll give in to me
Lord: look and see
You know what I mean

Oh: you gotta
Treat her like a lady (treat her like: you got to: got to treat her like)
Do the best you can do (treat her like: got to: got to treat her like)
You got to treat her like a lady"
16,Rolling Stones,Brown Sugar,"Gold Coast slave ship bound for cotton fields
Sold in a market down in New Orleans
Scarred old slaver: know he's doing alright
Hear him whip the women just around midnight

Brown sugar
How come you taste so good?
Brown sugar
Just like a young girl should: uh huh

Drums beating: cold English blood runs hot
Lady of the house wondering where it's gonna stop
House boy knows that he's doing alright
You shoulda heard him just around midnight

Brown sugar
How come you taste so good: now?
Brown sugar
Just like a young girl should now: yeah

Ah: get along brown sugar
How come you taste so good: babe?
Ah: got me feelin' now: brown sugar
Just like a black girl should: yeah

Now: I bet your mama was a tent show queen
And all her boyfriends were sweet sixteen
I'm no schoolboy: but I know what I like
You shoulda heard me just around midnight

Brown sugar
How come you taste so good: babe?
Ah: brown sugar
Just like a young girl should: yeah

I said yeah: yeah: yeah: wooh
How come you: how come you taste so good?
Yeah: yeah: yeah: wooh
Just like a: just like a black girl should
Yeah: yeah: yeah: wooh"
17,James Taylor,You've Got A Friend,"When you're down and troubled
And you need a helping hand
And nothing: oh: nothing is going right
Close your eyes and think of me
And soon I will be there
To brighten up even your darkest night

You just call out my name
And: you know: wherever I am
I'll come running (oh yeah: baby)
To see you again
Winter: spring: summer or fall
All you got to do is call
And I'll be there: (yeah yeah yeah)
You've got a friend

If the sky above you
Should turn dark and full of clouds
And that old north wind should begin to blow
Keep your head together
And call my name out loud now
Soon I'll be knocking upon your door

You just call out my name
And: you know: wherever I am
I'll come running (Oh: yes I will)
To see you again
Winter: spring: summer or fall: yeah
All you got to do is call
And I'll be there: yeah yeah yeah

Hey: ain't it good to know that you've got a friend
People can be so cold?
They'll hurt you and desert you
Will take your soul if you let them
Oh yeah: but don't you let them

You just call out my name (out my name)
And: you know: wherever I am
I'll come running
To see you again
(Oh babe don't you know 'bout)
Winter: spring: summer or fall
(Hey Now) All you got to do is call
Lord I'll be there: yes I will

You've got a friend
You've got a friend: yeah
Ain't it good to know you've got a friend
Ain't it good to know you've got a friend
Oh yeah: yeah: you've got a friend!"
18,Jean Knight,Mr. Big Stuff,"(Oh yeah)
(Ooh)

Mr. Big Stuff
Who do you think you are?
Mr. Big Stuff
You're never gonna get my love

Now: because you wear all those fancy clothes (oh yeah)
And have a big: fine car: oh yes you do now:
Do you think I can afford to give you my love? (oh yeah)
You think you're higher than every star above

Mr. Big Stuff
Who do you think you are?
Mr. Big Stuff
You're never gonna get my love

Now: I know all the girls I've seen you with
I know you broke their hearts one after another now: bit by bit
You made 'em cry: many poor girls cry
When they tried to keep you happy: they just tried to keep you satisfied

Mr. Big Stuff: tell me: tell me
Who do you think you are?
Mr. Big Stuff
You're never gonna get my love

I'd rather give my love to a poor guy that has a love that's true (oh yeah)
Than to be fooled around and get hurt by you
'Cause when I give my love: I want love in return (oh yeah)
Now: I know this is a lesson: Mr. Big Stuff: you haven't learned

Mr. Big Stuff: tell me
Who do you think you are?
Mr. Big Stuff
You're never gonna get my love
Mr. Big Stuff
You're never gonna break my heart
Mr. Big Stuff
You're never gonna make me cry"
19,Lee Michaels,Do You Know What I Mean,"Been forty days since I don't know when
I just saw her with my best friend
Do you know what I mean?
Do you know: know what I mean?

I just saw her yesterday
I just saw her: asked her to stay
Do you know what I mean?
Lord: Do you know what I mean?

Her and Bobby were steppin' out
Her and Bobby didn't know I found out
Do you know what I mean?
Do you know: know what I mean?

So I asked her if she still cared
She didn't hear me: she just stared
Do you know what I mean?
Lord: Do you know what I mean?

And then she said
Lee you haven't loved me in nearly four years
You haven't noticed that I held back my tears
And now you have: but it's really too late
Better find yourself another girl
Better find another girl
Better find uh: another place

She just left me yesterday
She just left me: had nothing to say
Do you know what I mean?
Oh: do you know what I mean?

She's a dandy: yes indeed
She's a dandy: but now she's free
Do you know what I mean?
Lord: do you know what I mean?

Been forty days since I don't know when
I just saw her with my best friend
Do you know what I mean?
Lord: do you know what I mean?

I just saw her yesterday
I just saw her: learn how to stay
Do you know what I mean?
Lord: Do you know what I mean?

Yeah: here comes it now...

Hoo: help... me"
20,Joan Baez,The Night They Drove Old Dixie Down,"Virgil Caine is my name and I drove on the Danville train
Till Stonewall's cavalry came and tore up the tracks again
In the winter of '65: we were hungry: just barely alive
I took the train to Richmond that fell
It was a time I remember: oh: so well

The night they drove old Dixie down
And all the bells were ringin'
The night they drove old Dixie down
And all the people were singin'
They went: na na na na na: na na na na

Back with my wife in Tenessee
And one day she said to me:
Virgil: quick come see
There goes the Robert E. Lee
Now I don't mind chopping wood
And I don't care if the money's no good
Just take what you need and leave the rest
But they should never have taken the very best

The night they drove old Dixie down
And all the bells were ringin'
The night they drove old Dixie down
And all the people were singin'
They went: na na na na na: na na na na

Like my father before me: I'm a working man
And like my brother before me: I took a rebel stand
Oh: he was just 18: proud and brave
But a yankee laid him in his grave
I swear by the blood below my feet
You can't raise a Caine back up when he's in defeat

The night they drove old Dixie down
And all the bells were ringin'
The night they drove old Dixie down
And all the people were singin'
They went: na na na na na: na na na na"
21,Marvin Gaye,What's Going On,"Mother: mother
There's too many of you crying
Brother: brother: brother
There's far too many of you dying
You know we've got to find a way
To bring some lovin' here today

Father: father
We don't need to escalate
You see: war is not the answer
For only love can conquer hate
You know we've got to find a way
To bring some lovin' here today: oh (oh)

Picket lines (sister) and picket signs (sister)
Don't punish me (sister) with brutality (sister)
Talk to me (sister): so you can see (sister)

Oh: what's going on (what's going on)
What's going on (what's going on)
Yeah: what's going on (what's going on)
Oh: what's going on (what's going on)

Mother: mother
Everybody thinks we're wrong
Oh: but who are they to judge us
Simply 'cause our hair is long
Oh: you know we've got to find a way
To bring some understanding here today

Picket lines (brother) and picket signs (brother)
Don't punish me (brother) with brutality (brother)
Come on: talk to me (brother): so you can see (brother)

What's going on (what's going on)
Yeah: what's going on (what's going on)
Tell me what's going on (what's going on)
I'll tell you what's going on (what's going on)"
22,Paul and Linda McCartney,Uncle Albert-Admiral Halsey,
23,Bill Withers,Ain't No Sunshine,"Ain't no sunshine when she's gone
It's not warm when she's away
Ain't no sunshine when she's gone
And she's always gone too long
Anytime she goes away

Wonder this time where she's gone
Wonder if she's gone to stay
Ain't no sunshine when she's gone
And this house just ain't no home
Anytime she goes away

And I know: I know: I know: I know
I know: I know: I know: I know: I know
I know: I know: I know: I know: I know
I know: I know: I know: I know: I know
I know: I know: I know: I know: I know
I know: I know
Hey: I oughta leave young thing alone
But ain't no sunshine when she's gone

Ain't no sunshine when she's gone
Only darkness every day
Ain't no sunshine when she's gone
And this house just ain't no home
Anytime she goes away
Anytime she goes away
Anytime she goes away
Anytime she goes away"
24,Five Man Electrical Band,Signs,"And the sign said
""Long-haired freaky people
Need not apply""
So I tucked my hair up under my hat
And I went in to ask him why
He said: ""You look like a fine upstandin' young man
I think you'll do""
So I took off my hat and said: ""Imagine that
Huh: me workin' for you""
Whoa

Sign: sign
Everywhere a sign
Blockin' out the scenery
Breakin' my mind
Do this: don't do that
Can't you read the sign?

And the sign said
""Anybody caught trespassin'
Will be shot on sight""
So I jumped on the fence and I yelled at the house
""Hey! What gives you the right
To put up a fence to keep me out
But to keep Mother Nature in?
If God was here: he'd tell you to your face
'Man: you're some kind of sinner'""

Sign: sign
Everywhere a sign
Blockin' out the scenery
Breakin' my mind
Do this: don't do that
Can't you read the sign?

Now: hey you: mister: can't you read?
You got to have a shirt and tie to get a seat
You can't even watch: no: you can't eat
You ain't supposed to be here
The sign said: ""You've got to have a membership card
To get inside""
Uh!

And the sign said
""Everybody welcome
Come in: kneel down and pray""
But when they passed around the plate at the end of it all
I didn't have a penny to pay
So I got me a pen and a paper
And I made up my own little sign
I said: ""Thank you: Lord: for thinkin' 'bout me
I'm alive and doin' fine""
Woo!

Sign: sign
Everywhere a sign
Blockin' out the scenery
Breakin' my mind
Do this: don't do that
Can't you read the sign?

Sign: sign
Everywhere a sign
Sign"
25,Tom Jones,She's A Lady,"Well she's all you'd ever want
She's the kind I'd like to flaunt and take to dinner
Well she always knows her place
She's got style: she's got grace: she's a winner

She's a Lady. Whoa whoa whoa: she's a Lady
Talkin' about that little Lady: and the Lady is mine

Well she's never in the way
Always something nice to say: Oh what a blessing
I can leave her on her own
Knowing she's okay alone: and there's no messing

She's a Lady. Whoa whoa whoa: she's a Lady
Talkin' about that little Lady: and the Lady is mine

Well she never asks for very much and I don't refuse her
Always treat her with respect: I never would abuse her
What she's got is hard to find: and I don't want to lose her
Help me build a mountain from my little pile of clay. Hey: hey: hey

Well she knows what I'm about
She can take what I dish out: and that's not easy
Well she knows me through and through
She knows just what to do: and how to please me

She's a Lady. Whoa whoa whoa: she's a Lady
Talkin' about that little Lady: and the Lady is mine

Yeah yeah yeah: She's a Lady
Listen to me baby: She's a Lady
Whoa whoa whoa: She's a Lady
And the Lady is mine

Yeah yeah yeah: She's a Lady
Talkin' about this little Lady
Whoa whoa whoa whoa
And the Lady is mine

Yeah yeah: She's a Lady
And the Lady is mine"
26,Free Movement,I Found Someone Of My Own,
27,Murray Head and The Trinidad Singers,Superstar,"Every time I look at you
I don't understand
Why you let the things you did
Get so out of hand
You'd have managed better
If you'd had it planned
Now why'd you choose such a backward time
And such a strange land?

If you'd come today
You could have reached the whole nation
Israel in 4 B.C. had no mass communication

Don't you get me wrong (Don't you get me wrong)
Don't you get me wrong (Don't you get me wrong)
Don't you get me wrong (Don't you get me wrong)
Don't you get me wrong (Don't you get me wrong)

Only want to know (Only want to know)
Only want to know (Only want to know)
Only want to know (Only want to know)
Only want to know (Only want to know)

Jesus Christ: Jesus Christ
Who are you? What have you sacrificed?
Jesus Christ: Jesus Christ
Who are you? What have you sacrificed?
Jesus Christ: Superstar
Do you think you're what they say you are?
Jesus Christ: Superstar
Do you think you're what they say you are?

Tell me what you think
About your friends at the top
Now who d'you think besides yourself
Was the pick of the crop?
Buddha was he where it's at?
Is he where you are?
Could Muhammad move a mountain
Or was that just PR?
Did you mean to die like that?
Was that a mistake or
Did you know your messy death
Would be a record breaker?

(Don't you get me wrong) Don't you get me wrong
(Don't you get me wrong: now) Don't you get me wrong
(Don't you get me wrong) Don't you get me wrong
(Don't you get me wrong: now) Don't you get me wrong

(Only want to know) Only want to know
(Only want to know: now) Only want to know
(Only want to know) Only want to know
(Only want to know: now) I only want to know

Jesus Christ: Jesus Christ
Who are you? What have you sacrificed?
Jesus Christ: Jesus Christ
Who are you? What have you sacrificed?
Jesus Christ: Superstar
Do you think you're what they say you are?
Jesus Christ: Superstar"
28,Jerry Reed,Amos Moses,"Yeah: here comes Amos

Now Amos Moses was a Cajun
He lived by himself in the swamp
He hunted alligators for a livin'
He just knock 'em in the head with a stump
The Louisiana law gonna get ya: Amos
It ain't legal hunting alligators down in the swamp: boy

Now everybody blamed his old man
For makin' him mean as a snake
When Amos Moses was a boy
His daddy would use him for alligator bait
Tie a rope around his waist: and throw him in the swamp
Alligator bait in the Louisiana bayou

About 45 minutes southeast of Thibodaux: Louisiana
Lived a man called Doc Milsap and his pretty wife Hanna
Well they raised up a son who could eat up his weight in groceries
Named him after a man of the cloth
Called him Amos Moses

Now the folks around south Louisiana
Said Amos was a hell of a man
He could trap the biggest: the meanest alligator
And just use one hand
That's all he got left 'cause the alligator bit it
Left arm gone clean up to the elbow

Well the sheriff got wind that Amos
Was in the swamp trappin' alligator skins
So he snuck in the swamp: gonna get the boy
But he never come out again
Well: I wonder where the Louisiana sheriff went to
Well: you can sure get lost in a Louisiana bayou

About 45 minutes southeast of Thibodaux: Louisiana
Lived a cat called Doc Milsap and his pretty wife Hanna
Well: they raised up a son who could eat up his weight in groceries
Named him after a man of the cloth
Called him Amos Moses"
29,Grass Roots,Temptation Eyes,"She's got something that moves my soul
And she knows 
I'd love to love her
But she lets me down every time
Can't make her mine
She's no one's lover

Tonight with me she'll be so inviting
I want her all for myself

Oh: temptation eyes
Looking through my: my: my soul
Temptation eyes
You've got to love me: got to love me tonight

Got to love me: baby: yeah: mmm

Her wild-eyed innocence is just a game
But just the same
My head is spinning
She's got a way to keep me on her side
It's just a ride
It's never-ending

Tonight with me she'll be so exciting
I want her all for myself

Oh: temptation eyes
Looking through my: my: my soul
Temptation eyes
You've got to love me: got to love me tonight

Do you feel it now?

Tonight with me she'll be so exciting
I want her all for myself

Oh: temptation eyes
Looking through my: my: my soul
Temptation eyes
You've got to love me: got to love me tonight

Temptation eyes
Looking through my: my: my soul
Temptation eyes
You're gonna love me: love me tonight

Temptation eyes"
