Position,Artist,Song_Title,Lyrics
60,Paul McCartney,"Another Day / Oh Woman, Oh Why","Every day she takes a morning bath: she wets her hair
Wraps a towel around her as she's heading for the bedroom chair
It's just another day
Slipping into stockings
Stepping into shoes
Dipping in the pocket of her raincoat
It's just another day

At the office where the papers grow she takes a break
Drinks another coffee and she finds it hard to stay awake
It's just another day
It's just another day
It's just another day

So sad: so sad
Sometimes she feels so sad
Alone in apartment she'd dwell
Till the man of her dreams comes to break the spell
Ah: stay: don't stand her up
And he comes and he stays
But he leaves the next day: so sad
Sometimes she feels so sad

As she posts another letter to the sound of five
People gather 'round her and she finds it hard to stay alive
It's just another day
It's just another day
It's just another day

So sad: so sad
Sometimes she feels so sad
Alone in apartment she'd dwell
Till the man of her dreams comes to break the spell
Ah: stay: don't stand her up
And he comes and he stays
But he leaves the next day: so sad
Sometimes she feels so sad

Every day she takes a morning bath: she wets her hair
Wraps a towel around her as she's heading for the bedroom chair
It's just another day
Slipping into stockings
Stepping into shoes
Dipping in the pocket of her raincoat
Oh-oh-oh: it's just another day
It's just another day
It's just another day"
61,Bread,If,"If a picture paints a thousand words
Then why can't I paint you?
The words will never show 
The you I've come to know

If a face could launch a thousand ships
Then where am I to go?
There's no one home but you
You're all that's left me too
And when my love for life is running dry
You come and pour yourself on me

If a man could be two places at one time
I'd be with you
Tomorrow and today
Beside you all the way

If the world should stop revolving
Spinning slowly down to die
I'd spend the end with you
And when the world was through
Then one by one the stars would all go out
Then you and I would simply fly away"
62,Marvin Gaye,Mercy Mercy Me (The Ecology),"Whoa: oh: mercy: mercy me
Oh: things ain't what they used to be: no: no
Where did all the blue skies go?
Poison is the wind that blows from the north and south and east

Whoa: mercy: mercy me
Oh: things ain't what they used to be: no: no
Oil wasted on the oceans
And upon our seas: fish full of mercury

Oh: oh: mercy: mercy me
Oh: things ain't what they used to be: no: no
Radiation underground and in the sky
Animals and birds who live nearby are dying

Oh: mercy: mercy me
Oh: things ain't what they used to be
What about this overcrowded land?
How much more abuse from man can she stand?

Oh: no: no: no
My sweet Lord
No: no: no: no: no
My: my: my Lord
My sweet Lord"
63,Brewer and Shipley,One Toke Over The Line,"One toke over the line: sweet Jesus
One toke over the line
Sitting downtown in a railway station
One toke over the line

Waiting for the train that goes home: sweet Mary
Hoping that the train is on time
Sitting downtown in a railway station
One toke over the line

Who do you love: I hope it's me
I've been changing: as you can plainly see
I felt the joy and I learned about the pain
That my momma said
If I should choose to make a part of me
Well surely strike me dead

And now I'm one toke over the line: sweet Jesus
One toke over the line
Sitting downtown in a railway station
One toke over the line
Waiting for the train that goes home: sweet Mary
Hoping that the train is on time
Sitting downtown in a railway station
One toke over the line

I sail away a country mile
And now I'm returning and showing off my smile
I met all the girls and I loved myself a few
And to my surprise
Like everything else that I've been through
It opened up my eyes

And now I'm one toke over the line: sweet Jesus
One toke over the line
Sitting downtown in a railway station
One toke over the line
Don't you know I'm just waiting for the train that goes home: sweet Mary
Hoping that the train is on time
Sitting downtown in a railway station
One toke over the line

Don't you know I'm just waiting for the train that goes home: sweet Mary
Hoping that the train is on time
(Sitting downtown) Sitting in a railway station
One toke over the line

I want to be one toke over the line: sweet Jesus
One toke over the line
(Sitting downtown) Sitting in a railway station
One toke over the line

(Don't you know I'm just waiting for the train that goes home: sweet Mary) Waiting for the train that goes home
Hoping that the train is on time
(Sitting downtown) Sitting in a railway station
One toke over the line
Sitting downtown in a railway station
One toke over line
One toke: one toke over the line"
64,8th Day,She's Not Just Another Woman,"She's not just another woman
She's not no: no
She's not just another woman
She's not no: no
She's given me a new born birth
I found sweetness on this bitter earth
She knows the things to say
To help my troubles away
And when the words she say won't do
She'll try a kiss or two
And if her kisses fail to move me
She'll take a little time to soothe me
She's mine: mine: mine
She knows how to console me
She's mine: mine: mine
She knows how to control me
I don't want nobody talking 'bout my baby
Nobody talkin' 'bout my baby
I never thought I'd find another
Who gave me more love than my own mother
She's not just another woman
She's not no: no
She's not just another woman
She's not no: no

She taught me the meaning of giving
She brought me back from the dead to the living
From a one room dirty shack
She washed the clothes on my back
She's got electrifying lovin'
As warm as a mother's oven
Don't know where she gets the power
Her lovin' gets strong by the hour
She's mine: mine: mine
She knows how to console me
She's mine: mine: mine
She knows how to control me
Listen she's not just another woman
She's not no: no
She's not just another woman
She's not no: no

She's give me a new born birth
I found sweetness on this bitter earth
She's been just as close as a sister or a brother
She's done things for me
I couldn't ask of my own father
I believe her love would stretch
From one end of this earth to the other
Let me tell you she's not just another woman"
65,Freda Payne,Bring The Boys Home,"Fathers are pleading: lovers are all alone
Mothers are prayin': send our sons back home (tell 'em 'bout it)
You marched them away: yes you did now: on ships and planes
To a senseless war facing death in vain

Bring the boys home (bring 'em back alive)
Bring the boys home (bring 'em back alive)
Bring the boys home (bring 'em back alive)
Bring the boys home (bring 'em back alive)
(Why don't you) Turn the ships around
(Everybody oughta) Lay your weapons down

Can't you see 'em marchin' 'cross the sky?
All the soldiers that have died
Tryin' to get home
Can't you see them tryin' to get home?
Tryin' to get home
They're tryin' to get home

Cease all fire (tell 'em 'bout it) on the battlefield
Enough men have already been wounded and killed

Bring the boys home (bring 'em back alive)
Bring the boys home (bring 'em back alive)
Bring the boys home (bring 'em back alive)
Bring the boys home (bring 'em back alive)
(Why don't you) Turn the ships around
(Everybody oughta) Lay your weapons down
(Mothers: fathers: and lovers: can't you see them?)

Tryin' to get home
Can't you see them tryin' to get home
(Have mercy)
Tryin' to get home
Tryin' to get home

Bring the boys home (bring 'em back alive)
Bring the boys home (bring 'em back alive)
Bring the boys home (bring 'em back alive)
Bring the boys home (bring 'em back alive)

What they doin' over there now (bring 'em back alive)
When we need 'em over here now? (bring 'em back alive)
What they doin' over there now (bring 'em back alive)
When we need 'em over here now? (bring 'em back alive)
Bring 'em all: bring 'em all home (bring 'em back alive)
Bring 'em all: bring 'em home now (bring 'em back alive)
(Fade out)"
66,Rare Earth,I Just Want To Celebrate,"One: two: three: four
I just want to celebrate another day of livin'
I just want to celebrate another day of life
I put my faith in the people
But the people let me down
So I turned the other way
And I carry on: anyhow

That's why I'm telling you
I just want to celebrate: yeah: yeah
Another day of living: yeah
I just want to celebrate another day of life
Had my hand on the dollar bill
And the dollar bill flew away
But the sun is shining down on me
And it's here to stay

That's why I'm telling you
I just want to celebrate: yeah: yeah
Another day of living: yeah
I just want to celebrate another day of livin'
I just want to celebrate another day of life

Don't let it all get you down: no: no
Don't let it turn you around and around and around and around and around
Well: I can't be bothered with sorrow
And I can't be bothered with hate: no: no
I'm using up the time but feeling fine: every day
That's why I'm telling you I just want to celebrate
Oh: yeah
I just want to celebrate another day
Oh: I just want to celebrate another day of livin'
I just want to celebrate another day of life
Don't let it all get you down: no: no
Don't let it turn you around and around: etc.
Round: round: round: etc.
Don't go round
I just want to celebrate
I just want to celebrate
Well: I just want to celebrate
Said I just want to celebrate (celebrate)
I just want to celebrate (I want to celebrate)
I just want to celebrate (I got to celebrate)
I just want to celebrate"
67,Delaney and Bonnie and Friends,Never Ending Song Of Love,"I've got a never ending love for you
From now on that's all I wanna do
From the first time we met I knew
I'd have never ending love for you

I've got a never ending love for you
From now on: that's all I wanna do
From the first time we met I knew
I'd have a never ending love for you

After all this time of being alone
We can love one another
Feel for each other
From now on

It's so good I can hardly stand it

Never ending love for you
From now on that's all I wanna do
From the first we met I knew
I'd sing my never ending song of love for you

Do do do do do do do do do do do do do do do...

After all this time of being alone
We can love one another
Feel for each other
From now on

It's so good I can hardly stand it

Never ending love for you
From now on that's all I wanna do
From the first we met I knew
I'd sing my never ending song of love for you

I've got a never ending love for you
From now on that's all I wanna do
From the first time we met I knew
I'd sing my never ending song of love for you"
68,Freddy Hart,Easy Loving,
69,Three Dog Night,Liar,"I won't ever leave
If you want me to stay
Nothing you could do
That could turn me away

Hanging on anyway
Believing the things you say
Being the fool

You've taken my life
So take my soul
That's what you said
And I believed it all

I want to be with you 
Long as you want me to
But don't move away

Ain't that what you said?
Ain't that what you said?
Ain't that what you said?

Liar
Liar: liar

We have seen no night
We have seen no day
If I ever leave
Would you want me to stay?

You can believe in me
I won't be leaving
I won't let you go

Ain't that what you said?
Ain't that what you said?
Ain't that what you said?

Liar
Liar: liar
Liar

You've taken my life
So take my soul
That's what you said
But who are we to know?

I want to be with you 
Long as you want me to
But don't move away

Ain't that what you said?
Ain't that what you said?
Ain't that what you said?

Liar
Liar: liar"
70,Honey Cone,Stick-up,"Help! I've been robbed!
Stick-up: highway robbery
Stole my love from me--it's a case of grand larceny
Stick-up: highway robbery
It's a felony--heartbreak in the first degree

He walked into my life hungry for love
So sweet and cautiously he chased my love
A devil in disguise: he fooled my heart
Tricked me into the dark: ""Hold up!"" - I was shocked
Pulled his charms: took me in his arms
Stole my love: and now he's gone

Stick-up: highway robbery
Stole my love from me--it's a case of grand larceny
Stick-up: highway robbery
It's a felony--heartbreak in the first degree

A thief in the night: he stole my mind
Breaking lover's hearts should be a crime
But he'll return to the scene of the crime
I'll set a tender trap: he'll be unaware
I'll wear a smile down the aisle
'Cause he's the father of my child

Stick-up: highway robbery
Stole my love from me--it's a case of grand larceny
Stick-up: highway robbery
It's a felony--heartbreak in the first degree

(Boom-boom: shakalaka: boom-boom-boom-boom)
Help! I've been robbed!
Stick-up: highway robbery
Stole my love from me--it's a case of grand larceny
Stick-up: highway robbery
It's a felony--heartbreak in the first degree"
71,Mac and Katie Kissoon,Chirpy Chirpy Cheep Cheep,
72,Andy Williams,Love Story (Where Do I Begin),
73,Cat Stevens,Wild World,"Now that I've lost everything to you
You say you wanna start something new
And it's breakin' my heart you're leavin'
Baby: I'm grievin'

But if you wanna leave: take good care
Hope you have a lot of nice things to wear
But then a lot of nice things turn bad out there

Oh: baby: baby: it's a wild world
It's hard to get by just upon a smile
Oh: baby: baby: it's a wild world
I'll always remember you like a child: girl

You know I've seen a lot of what the world can do
And it's breaking my heart in two
Because I never wanna see you a sad girl
Don't be a bad girl

But if you wanna leave: take good care
Hope you make a lot of nice friends out there
But just remember there's a lot of bad and beware
Beware

Oh: baby: baby: it's a wild world
It's hard to get by just upon a smile
Oh: baby: baby: it's a wild world
And I'll always remember you like a child: girl

Baby: I love you
But if you wanna leave: take good care
Hope you make a lot of nice friends out there
But just remember there's a lot of bad and beware
Beware

Well: Oh: baby: baby: it's a wild world
It's hard to get by just upon a smile
Oh: baby: baby: it's a wild world
And I'll always remember you like a child: girl

Oh: baby: baby: it's a wild world
And It's hard to get by just upon a smile
Oh: baby: baby: it's a wild world
And I'll always remember you like a child: girl"
74,Jerry Reed,"When You're Hot, You're Hot","Well me and Homer Jones and Big John Talley
Had a big crap game goin' back in the alley
And I kept rollin' them sevens: winnin' all them pots
My luck was so good I could do no wrong
I jest kept on rollin' and controllin' them bones
And finally they jest threw up their hands and said
""When you hot: you hot""
I said ""Yeah?""

When you're hot: you're hot
And when you're not: you're not
Put all the money in and let's roll 'em again
When you're hot: you're hot
(La la la la la la la) (La la la la la)
(La la la la la la la: when you're hot: you're hot)

Well: now every time I rolled them dice I'd win
And I was just gettin' ready to roll 'em again
When I heard somethin' behind me
I turned around and there was a big old cop
He said ""Hello: boys"" and then he gave us a grin 'n' said
""Look like I'm gonna hafta haul you all in
And keep all that money for evidence""
I said: ""Well: son when you hot: you hot""
He said ""Yeah""

When you're hot: you're hot
And when you're not: you're not
You can 'splain it all down at City Hall
I say: yeah: when you're hot: you're hot
You're hot
(La la la la la la la) (La la la la la)
(La la la la la la la: when you're hot: you're hot)

Well: when he took us inta court I couldn't believe my eyes
The judge was a fishin' buddy that I recognized
I said ""Hey: judge: old buddy: old pal""
""I'll pay ya that hundred I owe ya if you'll get me outta this spot""
So he gave my friends a little fine to pay
He turned around and grinned at me and said
""Ninety days: Jerry: when you hot: you hot""
'N' I said ""Thanks a lot""

When you're hot: you're hot
And when you're not: you're not
He let my friends go free and throwed the book at me
He said ""Well: when you're hot: you're hot""

I said: ""Well I'll tell ya one thing judge: old buddy: old pal
If you wasn't wearin' that black robe I'd take out in back of this courthouse
And I'd try a little bit of your honor on
You understand that: you hillbilly?
Who gonna collect my welfare?""
(When you're hot: you're hot)
""Pay for my Cadillac?
Whadda you mean 'contempt of court'?""
(When you're hot: you're hot)
""Judge""
""O Judge!"""
75,Beginning Of The End,Funky Nassau,
76,Olivia Newton-John,If Not For You,"If not for you: babe I couldn't even find the door
I couldn't even see the floor
I'd be sad and blue: if not for you

If not for you: babe: the night would see me wide awake
The day would surely have to break
It would not be new: if not for you

If not for you: my sky would fall: rain would gather too
Without your love I'd be nowhere at all: I'd be lost: if not for you

If not for you: the Winter would hold no Spring
Couldn't hear a Robin sing
I just wouldn't have a clue: if not for you

If not for you: my sky would fall: rain would gather too
Without your love I'd be nowhere at all: I'd be lost: if not for you

If not for you: the Winter would hold no Spring
You couldn't hear a robin sing
I just wouldn't have a clue: if not for you
If not for you"
77,King Floyd,Groove Me,"Uh: aw: Sookie: Sookie now
Hey: ow: uh: come on babe

Hey there: sugar dumpling
Let me tell you something
Girl: I've been trying to say now
You look so sweet
And you're so doggone fine
I just can't get you out of my mind

You've become a sweet taste in my mouth now
And I want you to be my spouse
So that we can live happily now: now
In a great big old roomy house
And I know you're gonna groove me: baby
Oh yeah now: make me feel good inside
Come on and

Groove me: baby
I need you to groove me
Oh yeah: now: now: darling
Uh: come on: come on: hey: uh

Hey there: sugar darling
Come on give me something
Girl: I've been needing for days
Yes: some good: good loving
With plenty: plenty hugging
Ooh: you cute little thing: you

Girl: between you and me now: now
We don't need no company
No other man: no other girl
Can enter into our world
Not as long as you groove me: baby
Oh come on: make me feel good inside
Come on and

Groove me: baby
Move me: baby
Aw: sock it to me: mama: uh
Aw: I like it like that: baby: uh

Groove me: baby: hey: uh
Groove me: darling
Come on: come on
I need you to sock it to me: mama
Come on and now

Groove me: baby: hey: uh
Good God: it make me feel so good inside now: now: ma
Come on: come on and-a

Groove me: baby
Groove me: baby
Aw: sock it to me: sock it to me: rock it to me
Come on: come on: come on and-a

Groove me: mama
I want you to"
78,Bobby Goldsboro,Watching Scotty Grow,"There he sits with a pen and a yellow pad
What a handsome lad: that's my boy
B-R-L-F-Q spells mom and dad
Well that ain't too bad: 'cause that's my boy
Well you can have your TV and your nightclubs
And you can have your drive-in - picture show
I'll stay here with my little man near
We'll listen to the radio
Biding my time watching Scotty grow

Making a castle out of building blocks
And a cardboard box: that's my boy
Micky Mouse says it's thirteen o'clock
Well that's quite a shock: but that's my boy
In four short years I've gone from rags to riches
And what I did before that: I don't know
So let it rain on my windowpane
I got my own rainbow
And we're sitting here shining:
Watching Scotty grow

Riding on daddy's shoulders off to bed
Old sleepyhead: that's my boy
Gotta have a drink of water and a story read
A teddybear named Fred: that's my boy
What's that you say momma: come on and keep your feet warm?
Well save me a place I'll be there in a minute or so
I think I'll stay right here
And say a little prayer before I go
Me and God are watching Scotty grow
Me and God are watching Scotty grow"
79,Matthews' Southern Comfort,Woodstock,"I came upon a child of God
He was walking along the road
When I asked him: ""where are you going?""
This he told me
I'm going down to Yasgur's farm
Think I'll join a rock and roll band
I'll camp out on the land
I'll try and set my soul free

We are stardust: we are golden
And we've got to get ourselves back to the garden

Well: then can I walk beside you?
I have come here to lose the smog
And I feel just like a cog 
In something turning
Well maybe it's the time of year
Or maybe it's the time of man
And I don't know who I am
But life's for learning

We are stardust: we are golden
And we've got to get ourselves back to the garden

By the time I got to Woodstock
They were half a million strong
Everywhere there were songs and celebration
And I dreamed I saw the bombers
Riding shotgun in the sky
Turning into butterflies above our nation

We are stardust: we are golden
And we've got to get ourselves back to the garden

We are stardust: we are golden
And we've got to get ourselves back to the garden

We are stardust: we are golden
And we've got to get ourselves back to the garden"
80,Judy Collins,Amazing Grace,"Amazing grace! How sweet the sound 
That saved a wretch like me! 
I once was lost: but now am found: 
Was blind: but now can see. 

'Twas grace that taught my heart to fear: 
And grace my Fears relieved; 
How precious did that grace appear 
The hour I first believed! 

Through many dangers: toils and snares:
I have already come; 
'Tis grace hath brought me safe thus far: 
And grace will lead me home. 

And when we've been there ten thousand years: 
Bright shining as the sun: 
We'll have no less days to sing God's praise 
Than when we first begun."
81,Dave Edmunds,I Hear You Knocking,"You went away and left me long time ago
And now you're knocking on my door

I hear you knocking
But you can't come in
I hear you knocking
Go back where you've been

I begged you not to go but you said goodbye
And now you're telling me all your lies

I hear you knocking
But you can't come in
I hear you knocking
Go back where you've been

You better get back to your used-to-be
'Cause your kind of love ain't good for me

I hear you knocking
But you can't come in
I hear you knocking
Go back where you've been

I told you: baby: in '52
That I would never go with you

I hear you knocking
But you can't come in
I hear you knocking
Go back where you've been"
82,Bee Gees,Lonely Days,"Good morning: Mister Sunshine
You brighten up my day
Come sit beside me in your way
I see you every morning
Outside the restaurants
The music plays so nonchalant

Lonely days: lonely nights
Where would I be without my woman
Lonely days: lonely nights
Where would I be without my woman

Lonely days: lonely nights
Where would I be without my woman
Lonely days: lonely nights
Where would I be without my woman

Lonely days: lonely nights
Where would I be without my woman

Good morning: Mister Sunshine
You brighten up my day
Come sit beside me in your way

Lonely days: lonely nights
Where would I be without my woman
Lonely days: lonely nights
Where would I be without my woman

Lonely days (lonely days): and lonely nights (lonely nights)
Where would I be without my woman: yeah
(Lonely days: lonely nights)
Lonely days (lonely days): and lonely nights (lonely nights)
Where would I be without my woman
(Lonely days: lonely nights)

Lonely days (lonely days): and lonely nights (lonely nights)
Where would I be without my woman: yeah
(Lonely days: lonely nights)
Lonely days (lonely days)"
83,Fortunes,Here Comes That Rainy Day Feeling Again,"Here comes that rainy day feeling again:
And soon my tears will be falling like rain.
It always seems to be a Monday:
Leftover memories of Sunday
Always spent with you.
Before the clouds appeared:
And took away my sunshine.

Here comes that rainy day feeling again:
And I'll be dreaming of you baby in vain.
Your face is always on my mind: girl
I'm hoping you're soon gonna find: girl
Your way back to me
'Cause if you'll say you'll stay
The rainy days will go away...

Misty morning eyes:
I'm trying to disguise the way I feel.
But I just can't hide it.
People seem to know:
The loneliness will show.
I'm thinking of my pride
But breaking up inside: girl.

Whoa-oa-oa: here comes that rainy day feeling again.
And soon my tears:
They will be falling like rain.
It always seems to be a Monday.
Left over memories of Sunday:
Always spent with you:
Before the clouds appeared: and took away my sunshine.
Here comes that rainy day feeling again.
Here comes that rainy day feeling again.
Here comes that rainy day feeling again..."
84,Who,Won't Get Fooled Again,"We'll be fighting in the streets
With our children at our feet
And the morals that they worship will be gone
And the men who spurred us on
Sit in judgment of all wrong
They decide and the shotgun sings the song

I'll tip my hat to the new constitution
Take a bow for the new revolution
Smile and grin at the change all around
Pick up my guitar and play
Just like yesterday
Then I'll get on my knees and pray
We don't get fooled again

The change it had to come
We knew it all along
We were liberated from the fold: that's all
And the world looks just the same
And history ain't changed
'Cause the banners: they all flown in the last war

I'll tip my hat to the new constitution
Take a bow for the new revolution
Smile and grin at the change all around
Pick up my guitar and play
Just like yesterday
Then I'll get on my knees and pray
We don't get fooled again
No: no!

I'll move myself and my family aside
If we happen to be left half alive
I'll get all my papers and smile at the sky
For I know that the hypnotized never lie
Do ya?

Yeah

There's nothing in the street
Looks any different to me
And the slogans are replaced: by the bye
And the parting on the left
Is now parting on the right
And the beards have all grown longer overnight

I'll tip my hat to the new constitution
Take a bow for the new revolution
Smile and grin at the change all around
Get up my guitar and play
Just like yesterday
Then I'll get on my knees and pray
We don't get fooled again
Don't get fooled again
No: no

Yeah

Meet the new boss
Same as the old boss"
85,Denise Lasalle,Trapped By A Thing Called Love,
86,Jackson 5,Mama's Pearl,"You send cold chills up and down my spine
We kiss for thrills: then you draw the line
Oh baby (oh baby)
Cause your mama told you that love ain't right
But don't you know good lovin' is the spice of life
Yeah

Mama's pearl: let down those curls
Won't you give my love a whirl
Find what you been missing (what you been missing)
Ooh: ooh: now baby
Goody girl: let down those curls
Let me give your heart a twirl
Don't keep me wishing (don't keep me wishing)

(Bum: bum-bum: bum-bum: bum: bum: bum)
(Bum: bum-bum: bum-bum: bum: bum: bum)
(Bum: bum-bum: bum-bum: bum: bum: bum)
(Bum: bum-bum: bum-bum: bum: bum: bum)

You want my lovin&#x2019;: yes you do: do: do
(Yes you do: I know you do)
You know my lovin' is true: true: true
Now baby (oh baby)
But your conscience tells you that love is wrong (whoo)
But just a little lovin' never hurt no one: oh

Mama's pearl: let down those curls
Won't you give my love a whirl
Find what you been missing (what you been missing)
Ooh: ooh: now baby
Goody girl: let down those curls
Let me give your heart a twirl
Don't keep me wishing (don't keep me wishing)

Let all it hang out (girl: don't be afraid)
(Oh: we've got the first step made)
(Ooh: the rest is up to you)
(Here is what to do: let yourself go)

Let yourself go now: now: now
Let yourself go now: now: now
Just give it to me
(Cause I got what you need)
I got what you need

Let's fall in love: let's fall in love
Find out what you're missing
Goody girl: lay down your curls
Let me give your heart a twirl
Why don't you give my love a whirl

(Girl: don't be afraid)
(Oh: we've got the first step made)
(Ooh: just give it: just give it to me)
(Cause I got what you need)
Got what you need

(Let's fall in love: let's fall in love)
(Let yourself go)
Let yourself just go
Let your lovin' go now
Just give it to me
(Cause I got what you need: got what you need)
Oh: mama's pearl
(Girl: don't be afraid)
(Let's fall in love: let's fall in love)
(Daddy's girl: we've got it made)
I've got what you been missing: sugar
Goody: goody: goody girl: ooh
(Let's fall in love: let's fall in love)
(Daddy's girl: we've got it made)
(Let's fall in love: let's fall in love)
(Girl: don't be afraid)
(We've got the first step made)"
87,Buoys,Timothy,"Trapped in a mine what had caved in
And everyone knows the only ones left
Were Joe and me and Tim

When they broke through to pull us free
The only ones left to tell the tale
Was Joe and me

Timothy: Timothy
Where on earth did you go?
Timothy: Timothy
God why don't I know?

Hungry as hell no food to eat
And Joe said that he would sell his soul
For just a piece of meat

Water enough to drink for two
And Joe said to me: 'I'll take a swig
And then there's some for you.'

Timothy: Timothy
Joe was looking at you
Timothy: Timothy
God: what did we do?

I must've blacked out just 'bout then
'Cause the very next thing that I could see
Was the light of the day again

My stomach was full as it could be
And nobody ever got around
To finding Timothy

Timothy: Timothy 
Where on earth did you go?
Timothy: Timothy 
God: why don't I know?
 
Timothy
Yeah
Timothy

Timothy
Yeah
Timothy"
88,Partridge Family,I Woke Up In Love This Morning,"Last night: I turned out the light: lay down and thought about you
I thought about the way that it could be
Two o'clock: wonderin' what I'm doin' here alone without you
So I close my eyes and dream you here to me: and

I woke up in love this morning
I woke up in love this morning
Went to sleep with you on my mind
I woke up in love this morning
I woke up in love this morning
Went to sleep with you on my mind

Hello: girl: yes it's five o'clock I know but you just listen

There's something that I've got to let you know
Yes it's you: you're this pillow that I'm huggin' and I'm kissin'
And one more thing before I let you go

I woke up in love this morning
I woke up in love this morning
Went to sleep with you on my mind
I woke up in love this morning
I woke up in love this morning
Went to sleep with you on my mind

Do dreams come true: well if they do: I'll have you
Not just for a night: but for my whole life through

I woke up in love this morning
I woke up in love this morning
Went to sleep with you on my mind
I woke up in love this morning
I woke up in love this morning
Went to sleep with you on my mind"
89,Isaac Hayes,"Theme From ""Shaft""","Who's the black private dick 
That's a sex machine to all the chicks? 
(Shaft)
You're damn right

Who is the man 
That would risk his neck for his brother man?
(Shaft)
Can you dig it?

Who's the cat that won't cop out 
When there's danger all about?
(Shaft)
Right on

They say this cat Shaft is a bad mother
(Shut your mouth)
But I'm talkin' 'bout Shaft
(Then we can dig it)

He's a complicated man
But no one understands him but his woman
(John Shaft)"
90,Gladys Knight and The Pips,If I Were Your Woman,"If I were your woman
And you were my man
You'd have no other woman
You'd be weak as a lamb
If you had the strength
To walk out that door
My love would over rule my sense
And I'd call you back for more

If I were your woman
If you were my woman
If I were your woman
If you were my woman
If I were your woman
If you were my woman
And you were my man

Yeah
She tears you down Darling
Says you're nothing at all
But I'll pick you up Darling
When she lets you fall
You're like a diamond
And she treats you like glass
Yet you beg her to love you
With me you don't ask

If I were your woman
If you were my woman
If I were your woman
If you were my woman
If I were your woman
If you were my woman
Here's what I'd do
I'd never no: no: no stop loving you

Yeah
Life is so crazy
And love is unkind
Because she came first
Will she hang on your heart
You're a part of me
And you don't even know it
I'm what you need
But I'm too afraid to show it

If I were your woman
If you were my woman
If I were your woman
If you were my woman
If I were your woman
If you were my woman
Here's what I'd do
I'd never: no: no: no stop loving you

If I were your woman
Here's what I'd do
I'd never: never: never stop loving you
If I were your woman
You're sweet lovin' woman

If I were your woman
If you were my woman
If I were your woman
If you were my woman
If I were your woman
If you were my woman...

...You'd need no other woman"
91,Neil Diamond,I Am..I Said,
92,Paul Stookey,Wedding Song (There Is Love),"He is now to be among you at the calling of your hearts
Rest assured: this troubadour is acting on His part
The union of your spirits here has caused Him to remain
For whenever two or more of you are gathered in His name
There is love: there is love

Well a man shall leave his mother and a woman leave her home
They shall travel on to where the two shall be as one
As it was in the beginning is now and 'til the end
Woman draws her life from man and gives it back again
And there is love: there is love

Well then what's to be the reason for becoming man and wife
Is it love that brings you here or love that brings you life
For if loving is the answer: then who's the giving for
Do you believe in something that you've never seen before
Oh there's love: oh there's love

Oh the marriage of your spirits here has caused Him to remain
For whenever two or more of you are gathered in His name
There is love: oh there's love"
93,Wilson Pickett,"Don't Knock My Love, Pt. 1",
94,Doors,Love Her Madly,Unfortunately: we are not licensed to display the full lyrics for this song at the moment. Hopefully we will be able to in the future. Until then... how about a random page?
95,Richie Havens,Here Comes The Sun,"Here comes the sun: here comes the sun
And I say it's alright

Little darling: it's been a long: cold: lonely winter
Little darling: it feels like years since it's been here
Here comes the sun: here comes the sun
And I say it's alright

Little darling: the smiles returning to the faces
Little darling: it seems like years since it's been here
Here comes the sun: here comes the sun
And I say it's alright

Sun: sun: sun: here it comes
Sun: sun: sun: here it comes
Sun: sun: sun: here it comes
Sun: sun: sun: here it comes
Sun: sun: sun: here it comes

Little darling: I feel that ice is slowly melting
Little darling: it seems like years since it's been clear
Here comes the sun: here comes the sun
And I say it's alright
It's alright"
96,Wadsworth Mansion,Sweet Mary,"Wop ba-dooba-do wop-wop-wop
Wo-op wa-dooba-do wop-wop-wop
Wo-op wa-dooba-do wop-wop-wop
Wo-op wa-dooba-do wop-wop-wop wo-op

Sweet Mary sent a letter to me
She say to ""Hurry home
I need you right away.
I've got a stomach full of love
And I'm all alone
All of the day""

Sweet Mary I'm coming home
Coming home to you: hey-ey!
Sweet Mary I'm coming home
That's the least I can do.

Sweet Mary in that letter to me
She said ""It's up to you
I need you right away""
And now I got to hop a freight
Back to the farm and all
I've got to be

Sweet Mary I'm coming home
Coming home to you: yeah-hey.
Sweet Mary I'm coming home now
That's the least I can do: babe

Chickie-chickie-chickie to hop a freight
Chickie-chickie-chickie to hop a freight
Chickie-chickie Mary I'm coming home
Mary I'm coming

Chickie-chickie-chickie to hop a freight
Chickie-chickie-chickie to hop a freight
Chickie-chickie Mary I'm coming home

Wop ba-dooba-do wop-wop-wop
Wo-op wa-dooba-do wop-wop-wop
Wo-op wa-dooba-do wop-wop-wop
Wo-op wa-dooba-do wop. Oh yeah: baby.

Sweet Mary has a smile on her face
You know she's happy to see me wrap her in an embrace
I only hope the passing of time
She'll always feel that way
And I won't pack up my things

Sweet Mary I'm coming home
Coming home to you: yeah: hey
Sweet Mary I'm coming home now
That's the least I can do. Hey

Chickie-chickie-chickie to hop a freight
Chickie-chickie-chickie to hop a freight
Chickie-chickie Mary I'm coming home
Well: Mary I'm coming

Chickie-chickie-chickie to hop a freight
Chickie-chickie-chickie to hop a freight
Chickie-chickie Mary I'm coming home
Home: Mary I'm coming"
