Position,Artist,Song_Title,Lyrics
29,Bobby Sherman,"Julie, Do Ya Love Me","Bein' alone at night makes me sad: girl 
Yeah: it brings me down all right 
Tossin' and turnin' and freezin' and burnin' 
And cryin' all through the night 

Whoa-oh 
Julie: Julie: Julie: do ya love me? 
Julie: Julie: Julie: do ya care? 
Julie: Julie: are ya thinkin' of me? 
Julie: Julie: will ya still be there? 

We had so much fun together 
I was sure that you were mine 
But leavin' you: baby: is drivin' me crazy 
It's got me wonderin' all the time 

Whoa-oh 
Julie: Julie: Julie: do ya love me? 
Ah: Julie: Julie: Julie: do ya care? 
Julie: Julie: are ya thinkin' of me? 
Julie: Julie: will ya still be there? 

Honey: you cried the day I left you 
Even though we knew I couldn't stay 
But baby: remember: I'll be back September 
But till then I'll write you every day 

Whoa-oh 
Julie: Julie: Julie: do ya love me? 
Ah: Julie: Julie: Julie: do ya care? 
Come on: Julie: Julie: are ya thinkin' of me? 
Julie: Julie: will ya still be there? 

Oh-oh 
Julie: Julie: Julie: do ya love me? 
Ah: Julie: Julie: Julie: do ya care? 
Julie: Julie: are ya thinkin' of me? 
Julie: Julie: will ya still be there?"
30,Sugarloaf,Green-Eyed Lady,"Green-eyed lady: lovely lady
Strolling slowly towards the sun
Green-eyed lady: ocean lady
Soothing every raging wave that comes

Green-eyed lady: passion's lady
Dressed in love: she lives for life to be
Green-eyed lady feels life I never see
Setting suns and lonely lovers free

Green-eyed lady: wind-swept lady
Rules the night: the waves: the sand
Green-eyed lady: ocean lady
Child of nature: friend of man

Green-eyed lady: passion's lady
Dressed in love: she lives for life to be
Green-eyed lady feels life I never see
Setting suns and lonely lovers free"
31,Stevie Wonder,"Signed Sealed, Delivered (I'm Yours)",
32,Blues Image,Ride Captain Ride,"Seventy-three men sailed up from the San Francisco Bay
Rolled off of their ship: and here's what they had to say
""We're callin' everyone to ride along to another shore
We can laugh our lives away and be free once more""

But no one heard them callin': no one came at all
'Cause they were too busy watchin' those old raindrops fall
As a storm was blowin' out on the peaceful sea
Seventy-three men sailed off to history

Ride: captain ride upon your mystery ship
Be amazed at the friends you have here on your trip
Ride captain ride upon your mystery ship
On your way to a world that others might have missed

Seventy-three men sailed up from the San Francisco Bay
Rolled off of their ship: and here's what they had to say
""We're callin' everyone to ride along to another shore
We can laugh our lives away and be free once more""

But no one heard them callin': no one came at all
'Cause they were too busy watchin' those old raindrops fall
As a storm was blowin' out on the peaceful sea
Seventy-three men sailed off to history

Ride: captain ride upon your mystery ship
Be amazed at the friends you have here on your trip"
33,Shocking Blue,Venus,"A goddess on a mountain top
Was burning like a silver flame
The summit of beauty and love
And Venus was her name

She's got it
Yeah baby: she's got it
Well: I'm your Venus
I'm your fire
At your desire
Well: I'm your Venus
I'm your fire
At your desire

Her weapons were her crystal eyes
Making every man mad
Black as the dark night she was
Got what no one else had

She's got it
Yeah baby: she's got it
Well: I'm your Venus
I'm your fire
At your desire
Well: I'm your Venus
I'm your fire
At your desire

She's got it
Yeah baby: she's got it
Well: I'm your Venus
I'm your fire
At your desire
Well: I'm your Venus
I'm your fire
At your desire"
34,John Lennon,Instant Karma (We All Shine On),"Instant Karma's gonna get you
Gonna knock you 'round the head
You better get yourself together
Pretty soon you're gonna be dead

What in the world you thinking of?
Laughing in the face of love
What on Earth you tryin' to do?
It's up to you
Yeah: you

Instant Karma's gonna get you
Gonna look you right in the face
Better get yourself together: darling
Join the human race

How in the world you gonna see?
Laughin' at fools like me
Who on Earth d'you think you are
A superstar?
Well: right you are

Well: we all shine on
Like the moon and the stars and the sun
Well: we all shine on
Everyone: c'mon

Instant Karma's gonna get you
Gonna knock you off your feet
Better recognize your brothers
Everyone you meet

Why in the world are we here?
Surely not to live in pain and fear
Why on Earth are you there
When you're everywhere
Come and get your share

Well: we all shine on
Like the moons and the stars and the sun
Yeah: we all shine on
C'mon and on and on: on: on

Yeah: yeah
Alright
Uh-huh
Ah

Well: we all shine on
Like the moon and the stars and the sun
Yeah: we all shine on
On and on and on: on and on

Well: we all shine on
Like the moon and the stars and the sun
Yeah: we all shine on
Like the moons and the stars and the sun
Yeah: we all shine on
Like the moons and the stars and the sun
Yeah: we all shine on
Like the moon and the stars and the sun"
35,Clarence Carter,Patches,"I was born and raised down in Alabama
On a farm way back up in the woods
I was so ragged the folks used to call me ""Patches""
Papa used to tease me about it
'Course deep down inside he was hurt
'Cause he'd done all he could

My papa was a great old man
I can see him with a shovel in his hand
See: education he never had
He did wonders when the time got bad

The little money from the crops he raised
Barely paid the bills we made

Oh: life had kicked him down to the ground
When he tried to get up life would kick him back down
One day papa called me to his dyin' bed
Put his hands on my shoulders and in tears he said
He said:

""Patches: I'm depending on you son
To pull the family through
My son: it's all left up to you""

Two days later papa passed away
And I became a man that day
So I told mama I was gonna quit school
But she said that was daddy's strictest rule

So every morning fore I went to school
I fed the chickens and I chopped wood too
Sometimes I felt that I couldn't go on
I wanted to leave: just run away from home

But I would remember what my daddy said
With tears in his eyes on his dyin' bed
He said:

""Patches: I'm depending on you son
I've tried to do my best
It's up to you to do the rest""

Then one day a strong rain came
And washed all the crops away
And at the age of thirteen I thought I was carrying
The weight of the whole world on my shoulders
And you know: mama knew what I was going through

'Cause every day I had to work the fields
'Cause that's the only way we got our meals
See: I was the oldest of the family
And everybody else depended on me

Every night I heard my mama pray:
""Lord: give him strength to make another day""

Though years have passed and all the kids have grown
The angels took mama to a brand new home
Lord knows: people: I shedded tears
But my daddy's voice helped me through the years
Sayin':

""Patches: I'm depending on you son
To pull the family through
My son: it's all left up to you""

Oh: I could still hear papa's voice sayin':

""Patches: I'm depending on you son
I've tried to do my best
It's up to you to do the rest""

I could still hear papa when he's saying:

""Patches: I'm depending on you: son
To pull the family through
My son: it's all left up to you"""
36,Creedence Clearwater Revival,Lookin' Out My Back Door / Long As I Can See The Light,"Just got home from Illinois
Lock the front door: oh: boy!
Got to sit down
Take a rest on the porch
Imagination sets in
Pretty soon I'm singin'
Doo: doo: doo
Lookin' out my back door

There's a giant doing cartwheels
A statue wearin' high heels
Look at all the happy
Creatures dancing on the lawn
A Dinosaur Victrola
List'ning to Buck Owens
Doo: doo: doo
Lookin' out my back door

Tambourines and elephants
Are playing in the band
Won't you take a ride
On the flyin' spoon?
Doo: doo-doo
Wond'rous apparition
Provided by magician
Doo: doo: doo
Lookin' out my back door

Tambourines and elephants
Are playing in the band
Won't you take a ride
On the flyin' spoon?
Doo: doo-doo
Bother me tomorrow
Today I'll buy no sorrows
Doo: doo: doo
Lookin' out my back door

Forward troubles Illinois
Lock the front door: oh: boy!
Look at all the happy
Creatures dancing on the lawn
Bother me tomorrow
Today I'll buy no sorrows
Doo: doo: doo
Lookin' out my back door"
37,Brook Benton,Rainy Night In Georgia,"Hoverin' by my suitcase
Tryin' to find a warm place
To spend the night
Heavy rain fallin'
Seems I hear your voice callin'
It's all right

A rainy night in Georgia
A rainy night in Georgia
It seems like it's rainin' all over the world
I feel like it's rainin' all over the world

Neon signs a-flashin'
Taxicabs and buses 
Passin' through the night
A distant moanin' of a train
Seems to play a sad refrain
To the night

A rainy night in Georgia
Such a rainy night in Georgia
Lord: I believe it's rainin' all over the world
I feel like it's rainin' all over the world

How many times I wondered
It still comes out the same
No matter how you look at it or think of it
It's life: and you just got to play the game

I find me a place in a boxcar
So I take my guitar
To pass some time
Late at night when it's hard to rest
I hold your picture to my chest
And I feel fine: I

But it's a rainy night in Georgia
Baby: it's a rainy night in Georgia
I feel it's rainin' all over the world
Kind of lonely now
And it's rainin' all over the world
Oh: have you ever been lonely: people?
And you feel that it was rainin' all over this man's world
You're talking 'bout
A-rainin': rainin': rainin': rainin': rainin': rainin'
Rainin': rainin': rainin': rainin': rainin'
A-rainin': a-rainin': rainin' over the world
I said now: rainin': rainin': rainin': rainin': rainin': rainin'"
38,Kenny Rogers and The First Edition,Something's Burning,"You lie in gentle sleep beside me
I hear your warm and rhythmic breathing
I take your hand and hold it tightly
Listen: can you not hear our young hearts beating

I kiss the sleep from your eyes
Your smile is sweeter than the morning
And a-here it comes

Can't you feel it: baby
Can't you feel it: here it comes
Feel it: feel it
Fire: fire
Something's burning
Something's burning
Something's burning 
And I think it's love

And now the sun is burning brightly
We lie in love so close together
I get the feeling deep inside me
My love for you will burn forever

I cup my hands to touch your face
And once again I feel your fire
And a-here it comes

Can't you feel it: baby
Can't you feel it: here it comes again
Feel it: feel it
Fire: fire
Something's burning
Something's burning
Something's burning 
And I think it's love

And I think it's love
And I think it's love
And I think it's love

Can't you feel the fire 
Keeps burnin' 
Can't you feel the fire 
Keeps burnin' 
Can't you feel the fire 
Keeps burnin' 
And I think it's love 

And I think it's love 
Can't you feel the fire 
Keeps burnin' 
Can't you feel the fire 
Keeps burnin' 
Can't you feel the fire 
Keeps burnin' 
And I think it's love 
And I think it's love"
39,Chairmen Of The Board,Give Me Just A Little More Time,"Give me just a little more time
And our love will surely grow
Give me just a little more time
And our love will surely grow

Life's too short to make a mistake
Let's think of each other and hesitate
Young and impatient we may be
There's no need to act foolishly
If we part: our hearts won't forget it
Years from now we'll surely regret it

Give me just a little more time
And our love will surely grow
Give me just a little more time
And our love will surely grow

You're young and you're in a hurry
You're eager for love: but don't you worry
We both want the sweetness in life
But these things don't come overnight
Don't give up 'cause love's been slow
Girl: we gonna succeed with another blow

Just give me just a little more time
And our love will surely grow
Baby: please: baby
Baby: please: baby

Love is that mountain we must climb
Let's climb it together: your hand in mine
We haven't known each other too long
But the feeling I have is oh so strong
I know we can make it: there's no doubt
We owe it to ourselves to find it out

Just give me just a little more time
And our love will surely grow: brr
Give me just a little more time
And our love will surely grow

Give me just a little more time
And our love will surely grow
Baby: please: baby
Baby: please: baby"
40,Edison Lighthouse,Love Grows (Where My Rosemary Goes),"She ain't got no money
Her clothes are kinda funny
Her hair is kinda wild and free
Oh: but love grows where my Rosemary goes
And nobody knows like me

She talks kinda lazy
And people say she's crazy
And her life's a mystery
Oh: but love grows where my Rosemary goes
And nobody knows like me

There's something about her hand holding mine
It's a feeling that's fine
And I just gotta say: hey!
She's really got a magical spell
And it's working so well
That I can't get away

I'm a lucky fella
And I just got to tell her
That I love her endlessly
Because love grows where my Rosemary goes
And nobody knows like me

There's something about her hand holding mine
It's a feeling that's fine
And I just gotta say: hey!
She's really got a magical spell
And it's working so well
That I can't get away

I'm a lucky fella
And I just got to tell her
That I love her endlessly
Because love grows where my Rosemary goes
And nobody knows like me

It keeps growing every place she's been
And nobody knows like me
If you've met her: you'll never forget her
And nobody knows like me
La la la: believe it when you've seen it
Nobody knows like me"
41,Beatles,The Long And Winding Road / For You Blue,"The long and winding road
That leads to your door
Will never disappear
I've seen that road before
It always leads me here
Lead me to your door

The wild and windy night
That the rain washed away
Has left a pool of tears
Crying for the day
Why leave me standing here?
Let me know the way

Many times I've been alone
And many times I've cried
Anyway: you'll never know
The many ways I've tried

And still they lead me back
To the long: winding road
You left me standing here
A long: long time ago
Don't leave me waiting here
Lead me to your door

But still they lead me back
To the long: winding road
You left me standing here
A long: long time ago
Don't keep me waiting here
(Don't keep me waiting)
Lead me to your door

Yeah: yeah: yeah: yeah"
42,Anne Murray,Snowbird,"Beneath this snowy mantle cold and clean
The unborn grass lies waiting for its coat to turn to green
The snowbird sings the song he always sings
And speaks to me of flowers that will bloom again in spring

When I was young: my heart was young then too
Anything that it would tell me: that's the thing that I would do
But now I feel such emptiness within
For the thing that I want most in life's the thing that I can't win

Spread your tiny wings and fly away
And take the snow back with you where it came from on that day
The one I love forever is untrue
And if I could: you know that I would fly away with you

The breeze along the river seems to say
That he'll only break my heart again should I decide to stay
So: little snowbird: take me with you when you go
To that land of gentle breezes where the peaceful waters flow

Spread your tiny wings and fly away
And take the snow back with you where it came from on that day
The one I love forever is untrue
And if I could: you know that I would fly away with you

Yeah: if I could: you know that I would fly
Away with you"
43,Marmalade,Reflections Of My Life,"The changing of sunlight to moonlight
Reflections of my life
Oh: how they fill my eyes
The greetings of people in trouble
Reflections of my life
Oh: how they fill my eyes

All my sorrow
Sad tomorrow
Take me back to my old home   
All my crying (all my crying)
Feel I'm dying: dying
Take me back to my old home

I'm changing: arranging
I'm changing: I'm changing everything
Ah: everything around me
The world is a bad place
A bad place: a terrible place to live
Oh: but I don't wanna die

All my sorrow
Sad tomorrow
Take me back to my old home   
All my crying (all my crying)
Feel I'm dying: dying
Take me back to my old home

All my sorrow (all my sorrow)
Sad towmorrow
Take me back (take me back) to my old home
All my crying (all my crying)
Feel I'm dying: dying"
44,Eddie Holman,Hey There Lonely Girl,"Hey there lonely girl
Lonely girl
Let me make your broken heart like new
Hey there lonely girl
Lonely girl
Don't you know this lonely boy loves you

Ever since he broke your heart
You seem so lost
Each time you pass my way
Oh: how I long to take your hand
And say: don't cry
I'll kiss your tears away

Hey lonely girl
My only girl
Let me make your broken heart like new
Hey there lonely girl
Lonely girl
Don't you know this lonely boy loves you

You think that only his two lips 
Can kiss your lips
And make your heart stand still
But once you're in my arms you'll see
No one can kiss 
Your lips the way I will
The way I will

Hey there lonely girl
Lonely girl
Let me make your broken heart like new
Hey there lonely girl
Lonely girl
Don't you know this lonely boy loves you
Don't you know this lonely boy loves you"
45,Jaggerz,The Rapper,"Hey girl: I betcha
There's someone out to get you
You'll find him anywhere
On a bus: in a bar: in a grocery store
He'll say: excuse me
Haven't I seen you somewhere before?

Rap-a-rap-a-rap: they call him the rapper
Rap: rap: rap: you know what he's after

So he starts his rappin'
Hoping something will happen
He'll say he needs you
A companion: a girl he can talk to
He's made up his mind
He needs someone to sock it to

Rap-a-rap-a-rap: they call him the rapper
Rap: rap: rap: you know what he's after

He's made an impression
So he makes a suggestion
Come up to my place
For some coffee: or tea: or me
He's got you where he wants you
Girl: you gotta face reality

Rap-a-rap-a-rap: they call him the rapper
Rap: rap: rap: you know what he's after
Rap: rap: rap: they call him the rapper"
46,Hollies,"He Ain't Heavy, He's My Brother","Watch video at YouTubeiPDl9yKSnDE|209|252
The road is long
With many a winding turn
That leads us to who knows where
Who knows where
But I'm strong
Strong enough to carry him
He ain't heavy: he's my brother

So on we go
His welfare is of my concern
No burden is he to bear
We'll get there
For I know
He would not encumber me
He ain't heavy: he's my brother

If I'm laden at all
I'm laden with sadness
That everyone's heart
Isn't filled with the gladness
Of love for one another

It's a long: long road
From which there is no return
While we're on the way to there
Why not share?
And the load
Doesn't weigh me down at all
He ain't heavy: he's my brother

He's my brother
He ain't heavy: he's my brother
He ain't heavy: he's my brother"
47,Alive and Kicking,"Tighter, Tighter","You know I got to show you
Nobody else before you
Ever gave me such
A beautiful feeling

Oh: woman: you
Touched a-my soul now
Honey: don't you let go now
Hold on: baby
Just a little bit tighter

Hold on
Just a little bit tighter now: baby
I love you so much and
I can't let go: no no no
Hold on: a just a little bit
Tighter now: baby

Love is so surprising
Opened up my eyes and
You reached out and
Took my hand

Baby: you touched a-my soul now
Woman: don't let go now
Hold on: baby
Just a little bit tighter

Hold on
Just a little bit tighter now: baby
I love you so much and
I can't let go: no no no
Hold on: a just a little bit
Tighter now: baby

Oh: woman: you
Touched a-my soul now
Honey: don't you let go now
Hold on: baby
Just a little bit tighter"
48,Badfinger,Come And Get It,"If you want it: here it is come and get it
Mmmm: make your mind up fast
If you want it: anytime I can give it
But you better hurry 'cause it may not last

Did I hear you say that there must be a catch?
Will you walk away from a fool and his money?

If you want it: here it is come and get it
But you better hurry 'cause it's going fast

If you want it: here it is come and get it
Mmmm: make your mind up fast
If you want it: anytime I can give it
But you better hurry 'cause it may not last

Did I hear you say that there must be a catch?
Will you walk away from a fool and his money?

Sonny: if you want it: here it is come and get it
But you better hurry 'cause it's going fast
You'd better hurry 'cause it's going fast
Fool and his money

Sonny: if you want it: here it is come and get it
But you better hurry 'cause it's going fast
You'd better hurry 'cause it's going fast
You'd better hurry 'cause it's going fast"
49,Simon and Garfunkel,Cecelia,
50,Charles Wright and The Watts 103rd Street Rhythm Band,Love Land,"I Have heard all about Love Land
And all of its little charms
But I know I'll never get to Love Land
Unless I'm wrapped up in your arms
Got to take me with you
Baby please: take me with you

How I'd love to walk down that golden street
Hand-in-hand with you where all the lovers meet
Whoa: I'd love to go to Love Land with you

Pretty baby: 'Cause my love is true: I swear: I do

I have heard all about Love Land
And all of its youthful hearts
Well: loneliness just can't live there
And happiness is the answer
You've got to take me with you
Baby: got to take me with you: oh yeah

How I'd love to walk down that golden street
Hand-in-hand with you where all the lovers meet
How I'd love to go to Love Land with you: yeah

Oh: I'd like to walk with you down that golden street
Hand-in-hand with you where all the lovers meet
Oh: I'd love to go to Love Land: Love Land with you

I do: swear I do: my love is true
Take me with you: baby
Yeah: take me with you: baby yeah

Got to: got to: got to: got to
Got to take me by the hand
Tell me: tell me: tell me baby: I'm your lover man

Together we can go and where we'll stop: yeah
Everybody will know: got to take me with you
Got to take me with you"
51,Tyrone Davis,Turn Back The Hands Of Time,"Oh: darling
I'm so lonely without you
Can't sleep at night
Always thinking about you

But if I had the
Chance to start all over
I would be wishing today
On a four leaf clover

And leaving would be
The last thing on my mind
If I could turn back
The hands of time

(If I could turn back
The hands of time) oh: baby
(If I could turn back
The hands of time)

Oh: darling
I can't hold out much longer
For the pain is getting deep
Oh: the hurt keeps getting stronger

But if I had just one more try
I would be yours alone
Until the day I die

And we would
Have a love so divine
If I could turn back
The hands of time

(If I could turn back
The hands of time) oh: baby
(If I could turn back
The hands of time)

Remember: girl
That I love you

Oh: darling: please
Please let me come back home
Your love has been
So good to me: baby
And I just realized
Without it: I can't go on

'Cause you're the other half
That makes my life complete
If I had one more chance
We'd have a love so sweet

And leaving would be
The last thing on my mind
If I could turn back
The hands of time

(If I could turn back
The hands of time) oh: baby
(If I could turn back
The hands of time) I love you

(If I could turn back
The hands of time)
Girl: I need you
(If I could turn back
The hands of time) mmm

(If I could turn back
The hands of time) oh: baby
(If I could turn back
The hands of time)"
52,Kinks,Lola,"I met her in a club down in old Soho
Where you drink champagne and it tastes just like Coca-Cola
C-O-L-A: Cola
She walked up to me and she asked me to dance
I asked her her name and in a dark brown voice she said Lola
L-O-L-A: Lola
La-la-la-la Lola

Well: I'm not the world's most physical guy
But when she squeezed me tight she nearly broke my spine: oh my Lola
La-la-la-la Lola
Well: I'm not dumb but I can't understand
Why she walked like a woman but talked like a man: oh my Lola
La-la-la-la Lola
La-la-la-la Lola

Well: we drank champagne and danced all night
Under electric candlelight
She picked me up and sat me on her knee
And said: ""Dear boy: won't you come home with me?""
Well: I'm not the world's most passionate guy
But when I looked in her eyes: well I almost fell for my Lola
La-la-la-la Lola
La-la-la-la Lola
Lola
La-la-la-la Lola
La-la-la-la Lola

I pushed her away
I walked to the door
I fell to the floor
I got down on my knees
Then I looked at her and she at me

Well: that's the way that I want it to stay
And I always want it to be that way for my Lola
La-la-la-la Lola
Girls will be boys and boys will be girls
It's a mixed up: muddled up: shook up world: except for Lola
La-la-la-la Lola

Well: I left home just a week before
And I'd never ever kissed a woman before
But Lola smiled and took me by the hand
And said: ""Dear boy: I'm gonna make you a man""

Well: I'm not the world's most masculine man
But I know what I am: and what I am is a man
And so is Lola
La-la-la-la Lola
La-la-la-la Lola

Lola
La-la-la-la Lola
La-la-la-la Lola

Lola
La-la-la-la Lola
La-la-la-la Lola

Lola
La-la-la-la Lola
La-la-la-la Lola

Lola
La-la-la-la Lola
La-la-la-la Lola

Lola
La-la-la-la Lola
La-la-la-la Lola

Lola
La-la-la-la Lola
La-la-la-la Lola"
53,Mungo Jerry,In The Summertime,"In the summertime when the weather is high
You can stretch right up and touch the sky
When the weather's fine
You got women: you got women on your mind
Have a drink: have a drive
Go out and see what you can find

If her daddy's rich: take her out for a meal
If her daddy's poor: just do what you feel
Speed along the lane
Do a turn or return the twenty-five
When the sun goes down
You can make it: make it good and really fine

We're not bad people: we're not dirty: we're not mean
We love everybody: but we do as we please
When the weather's fine
We go fishing or go swimming in the sea
We're always happy
Life's for living: yeah: that's our philosophy

Sing along with us: dee-dee dee-dee dee
Da doo da-da da: yeah: we're hap-pap-py
Da da da: dee da doo dee da doo da doo da
Da doo da-da da: dee da da dee da da

When the winter's here: yeah: it's party time
Bring your bottle: wear your bright clothes 'cause it will soon be summertime
And we'll sing again
We'll go driving or maybe we'll settle down
If she's rich: if she's nice
Bring your friends and we'll all go into town

In the summertime when the weather is high
You can stretch right up and touch the sky
When the weather's fine
You got women: you got women on your mind
Have a drink: have a drive
Go out and see what you can find

If her daddy's rich: take her out for a meal
If her daddy's poor: just do what you feel
Speed along the lane
Do a turn or return the twenty-five
When the sun goes down
You can make it: make it good and really fine

We're not bad people: we're not dirty: we're not mean
We love everybody: but we do as we please
When the weather's fine
We go fishing or go swimming in the sea
We're always happy
Life's for living: yeah: that's our philosophy

Sing along with us: dee-dee dee-dee dee
Da doo da-da da: yeah: we're hap-pap-py
Da da da: dee da doo dee da doo da doo da
Da doo da-da da: dee da da dee da da"
54,R. Dean Taylor,Indiana Wants Me,"Indiana wants me: Lord: I can't go back there
Indiana wants me: Lord: I can't go back there
I wish I had you to talk to

If a man ever needed dying: he did
No one had a right to say: what he said about you
And it's so cold and lonely here without you
Out there: the law is coming: I've been so tired of running

Indiana wants me: Lord: I can't go back there
Indiana wants me: Lord: I can't go back there
I wish I had you to talk to

It hurts to see the man that I've become
To know: I'll never see the morning sunshine on the land
I'll never see your smiling face or touch your hand
If just once more I could see: you: our home and our little baby

Indiana wants me: Lord: I can't go back there
Indiana wants me: Lord: I can't go back there
I wish I had you to talk to

I hope this letter finds its way to you
Forgive me love for the shame I've put you through and all the tears
Hang on love to the memories of those happy years
Red lights are flashing around me: good Lord: it looks like they found me

Indiana wants me: Lord: I can't go back there
Indiana wants me: Lord: I can't go back there
I wish I had you to talk to

Indiana wants me: Lord: I can't go back there
(This is the police: you are surrounded: give yourself up)

Indiana wants me: Lord: I can't go back there
(This is the police: you are surrounded: give yourself up)

Indiana wants me: Lord: I can't go back there
(This is the police: you are surrounded: give yourself up)"
55,Rare Earth,(I Know) I'm Losing You,"Your love is fadin': I feel it fade
Ah: your love is fadin': I feel it fade
Ah: your love is fadin': woman I feel it fade
Ah: woman: woman your touch: your touch has gone cold
As if someone else controls your very soul
I've fooled myself long as I can
Can feel the presence of another man
It's there when you speak my name
It's just not the same
Ooh babe: I'm losing you
It's in the air
It's there everywhere
Baby: baby: babe: I'm losing you
When I look into your eyes
A reflection of a face: I see
I'm hurt: down-hearted and worried: girl
'Cause that face doesn't belong to me
It's all over your face
Someone's takin' my place
Ooh baby: I'm losing you
You try hard to hide
The emptiness you feel inside
Ooh babe: I'm losing you
I can't bear the thought of losing you
Ah woman: can't you see what I'm goin' through
I'm losin' my mind (losin' my mind)
And it's all because of you
I can't bear the thought of losing you
I'm losin' my mind (losin' my mind)
And it's all because of you
I can't stand the thought of losing you"
56,Bobby Sherman,"Easy Come, Easy Go","Takin' the shade out of the sun
Whatever made me think that I was number one
I oughta know easy come: easy go
Sittin' it out: spinnin' the dial
Thinkin' about the chump I've been
I have to smile
Didn't I know easy come: easy go
She wasn't kind: I wasn't smart
I lost my mind and fell apart

I had to find myself in time
Now I can start all over again
Hangin' around takin' it slow
Happy I found
I still can smile and dig the show
Lettin' me know easy come: easy go"
57,Charles Wright and The Watts 103rd Street Rhythm Band,Express Yourself,"Express yourself
Express yourself

You don't ever need help from nobody else. All you got to do now:

Express yourself

What ever you do: do it good.
What ever you do: do it good. All right...

It's not what you look like: when you're doin' what you're doin'.
It's what you're doin' when you're doin' what you look like you're doin'!

Express yourself
Express yourself

They're doin' it on the moon: yeah...
In the jungle too.
Everybody on the floor: now.
Jumpin' like a kangaroo.
So let the horns do the thing they do: yo...

Some people have everything: and other people don't.
But everything don't mean a thing if it ain't the thing you want.

Express yourself
Express yourself

Oh: do it! Oh: do it
Do it to it
Go on and do it
Yo: do it
Give

Express yourself
Express yourself"
58,Four Tops,Still Water,"(Walk with me
Take my hand)

Ooh: ooh ooh
Ooh: ooh ooh
(Still water)
Still water

Ah: ah: ah

Never you mind if I
Don't tell strangers passing by
If I don't brag
If I don't brag or boast
Click my glass and say a toast
About my love for you
How it runs so deep and true
And yet it's so
'Cause don't you know: oh
Still waters run deep
Still waters run deep
Still waters run deep
Still waters run deep
Ooh

Walk with me
Take my hand

Still waters

Still water
Walk with me
Take my hand
Whoa: whoa: whoa now
Still waters run deep
Hey: hey: hey: hey

Whoa: whoa: whoa now
Still waters run deep"
59,Chicago,Make Me Smile,"Children play in the park
They don't know
I'm alone in the dark
Even though

Time and time again
I see your face smiling inside

I'm so happy (Oho)
That you love me (Oho: yeah)
Life is lovely (Oh)
When you're near me

Tell me you will stay
Make me smile

Living life is just a game
So they say
All the games we used to play
Fade away

We may now enjoy
The dreams we shared so long ago

Oh: my darling (Oho)
Got to have you (Yeah: yeah)
Feel the magic (Ooohooo!)
When I hold you

Cry sweet tears of joy
Touch the sky

Now I need you (Oh: yeah)
More than ever (Oh: yeah)
No more crying (Ooohooo)
We're together

Tell me you will stay
Make me smile"
60,Frijid Pink,House Of The Rising Sun,"There is a house in New Orleans:
They call the rising sun.
And it's been the ruin of many a poor Boy:
And God I know I'm one.

My mother was a tailor:
Sewed my new blue jeans.
My father was a gamblin' man.
Down in New Orleans.
Now the only thing a gambler needs is
A suitcase and a trunk.
And the only time he'll be satisfied
Is when he's on a drunk.

Oh mother: tell your children:
Not to do what I have done.
Spend your lives in sin and misery
In the house of the Rising Sun.

Well I've got one foot on the platform 
The other foot on the train 
I'm going back to New Orleans 
To wear that ball and chain 

Well there is a house in New Orleans 
They call the Rising Sun 
And it's been the ruin of many a poor boy 
And God: I know: I'm one"
61,Chicago,25 Or 6 To 4,"Waiting for the break of day
Searching for something to say
Flashing lights against the sky
Giving up: I close my eyes

Sitting cross-legged on the floor
Twenty-five or six to four

Staring blindly into space
Getting up to splash my face
Wanting just to stay awake
Wondering how much I can take: ooh

Should I try to do some more?
Twenty-five or six to four: yeah

Feeling like I ought to sleep
Spinning room is sinking deep
Searching for something to say
Waiting for the break of day: hoo

Twenty-five or six to four
Twenty-five or six to four"
62,White Plains,My Baby Loves Lovin',"My baby love (loves)
My baby loves lovin'
She's got what it takes and she knows how to use it
My baby love (loves)
My baby loves lovin'
She's got what it takes and she knows how to use it

I was lonely once in this great big world 
Just a nowhere man without a girl
Came that lucky day when she came my way 
But she smiled at me as if to say

Your baby love (loves)
Your baby loves lovin'
She's got what it takes and she knows how to use it
My baby love (loves)
My baby loves lovin'
She's got what it takes and she knows how to use it

She's the only one make me feel so good 
Can't believe my luck: so I knock on wood
All my sorrow and fears seem to fly away 
When she looks at me as if to say

Your baby love (loves)
Your baby loves lovin'
She's got what it takes for me

No more lonely nights just waiting for the telephone to ring
No more lonely days my baby's taken care of everything
I'm telling you people

Baby love (loves)
My baby loves lovin'
She's got what it takes and she knows how to use it
My baby love (love)
My baby loves lovin'
She's got what it takes and she knows how to use it

She's the only one make me feel so good 
Can't believe my luck: so I knock on wood
All my sorrow and fears seem to fly away 
When she looks at me as if to say

Your baby love (loves)
My baby loves lovin'
She's got what it takes and she knows how to use it
My baby love (loves)
My baby loves lovin'
She's got what it takes and she knows how to use it

My baby love (loves)
My baby loves lovin'
She's got what it takes and she knows how to use it
My baby love (loves)
My baby loves lovin'
She's got what it takes and she knows how to use it
My baby love (loves)
My baby loves lovin'
She's got what it takes and she knows how to use it"
