Position,Artist,Song_Title,Lyrics
11,Three Dog Night,Mama Told Me (Not To Come),"Want some whiskey in your water?
Sugar in your tea?
What's all these crazy questions they're askin' me?
This is the craziest party that could ever be
Don't turn on the lights 'cause I don't wanna see

Mama told me not to come
Mama told me not to come
""That ain't the way to have fun: no""

Open up the window: let some air into this room
I think I'm almost chokin' from the smell of stale perfume
And that cigarette you're smokin' 'bout scare me half to death
Open up the window: sucker: let me catch my breath

Mama told me not to come
Mama told me not to come
""That ain't the way to have fun: son""
""That ain't the way to have fun: son""

The radio is blastin': someone's knockin' at the door
I'm lookin' at my girlfriend - she's passed out on the floor
I seen so many things I ain't never seen before
Don't know what it is - I don't wanna see no more

Mama told me not to come
Mama told me not to come
She said: ""That ain't the way to have fun: son""
""That ain't the way to have fun: no""

""That ain't the way to have fun: no""
""That ain't the way to have fun: son""
""That ain't the way to have fun: no""
""That ain't the way to have fun: son""

""That ain't the way to have fun: no""
""That ain't the way to have fun: son""
""That ain't the way to have fun: no""
""That ain't the way to have fun: son"""
12,Ray Stevens,Everything Is Beautiful,"Jesus loves the little children
All the children of the world
Pretty yellow black and white
They are precious in his sight
Jesus loves the little children of the world

Everything is beautiful
In its own way
Like a starry summer night
On a snow covered winter's day

And everybody's beautiful
In their own way
Under God's heaven
The world's gonna find a way

There is none so blind
As he who will not see
We must not close our minds
We must let our thoughts be free

For every hour that passes by
You know the world gets a little bit older
It's time to realize that people lies
In the eyes of the beholder

And everything is beautiful
In its own way
Like a starry summer night
On a snow covered winter's day: ah sing it children

And everybody's beautiful
In their own way
Under God's heaven
The world's gonna find a way

We shouldn't care about the length of his hair
Of the color of his skin
Don't worry about what shows from without
But the love that lives within

We're gonna get old again now
Everything is gonna work out fine
Just take a little time to the calm good side my friend
And spittle in out in your mind

And everything is beautiful
In its own way
Like a starry summer night
On a snow covered winter's day: ah sing it children

And everybody's beautiful
In their own way
Under God's heaven
The world's gonna find a way: one more time

Everything is beautiful
In its own way
Like a starry summer night
On a snow covered winter's day"
13,Bread,Make It With You,"Hey: have you ever tried
Really reaching out for the other side
I may be climbing on rainbows
But: baby: here goes

Dreams: they're for those who sleep
Life is for us to keep
And if you're wondering what this song is leading to
I want to make it with you
I really think that we could make it: girl

Though you don't know me well
In every little thing only time will tell
If you believe the things that I do
Then we'll see it through

Life can be short or long
Love can be right or wrong
And if I chose the one I'd like to help me through
I'd like to make it with you
I really think that we could make it: girl

Baby: you know that
Dreams: they're for those who sleep
Life: it's for us to keep
And if I chose the one I'd like to help me through
I'd like to make it with you
I really think that we could make it: girl"
14,Vanity Fare,Hitchin' A Ride,"A thumb goes up: a car goes by
It's nearly 1 AM and here am I
Hitchin' a ride: hitchin' a ride
Gotta get me home by the mornin' light

I've got no fare to ride a train
I'm nearly drownin' in the pourin' rain
Hitchin' a ride: hitchin' a ride
Gotta get me home to my baby's side

Ride: ride: ride: hitchin' a ride
Ride: ride: ride: hitchin' a ride

Long-distance call I got today
She sounded lonely: so I'm on my way
Hitchin' a ride: hitchin' a ride
Gotta get me home to keep her satisfied

Ride: ride: ride: hitchin' a ride
Ride: ride: ride: hitchin' a ride

A thumb goes up: a car goes by
Won't somebody stop to help a guy
Hitchin' a ride: hitchin' a ride
I've been away too long from my baby's side

Ride: ride: ride: hitchin' a ride
Ride: ride: ride: hitchin' a ride

Ride: ride

Ride: ride"
15,Jackson 5,ABC,"You went to school to learn: girl
Things you never: never knew before
Like I before E except after C
And why two plus two makes four
Now: now: now: I'm gonna teach you (teach you: teach you)
All about love: dear (all about love)
Sit yourself down: take a seat
All you gotta do is repeat after me

ABC
Easy as one: two: three
As simple as do re mi
ABC
One: two: three
Baby: you and me: girl

ABC
Easy as one: two: three
As simple as do re mi
ABC
One: two: three
Baby: you and me: girl

(Come on: let me love you just a little bit)
Come on: let me love you just a little bit
I'm-a going to teach how to sing it out
Come on: come on: come on
Let me show you what it's all about

Reading: writing and arithmetic
Are the branches of the learning tree
But without the roots of love every day: girl
Your education ain't complete
T-T-T-Teacher's gonna show you (show you: show you)
How to get an A (nyah: nyah: nyah: nyah: nyah: nyah)
Spell ""me:"" ""you"" (add the two)
Listen to me: baby: that's all you gotta do

Oh: ABC
As easy as one: two: three
As simple as do re mi
ABC
One: two: three
Baby: you and me: girl

ABC: it's easy
It's like counting up to three
Sing a simple melody
That's how easy love can be
That's how easy love can be
Sing a simple melody
One: two: three
You and me

Sit down: girl
I think I love ya
No: get up: girl
Show me what you can do

Shake it: shake it: baby: come on now
Shake it: shake it: baby: ooh-ooh
Shake it: shake it: baby: huh
One: two: three: baby: ooh-ooh
ABC: baby: nah-nah
Do re mi: baby: ow
That's how easy love can be

ABC: it's easy
It's like counting up to three
Sing a simple melody
That's how easy love can be

I'm going to teach how to sing it out
Come on: come on: come on
Let me show you what it's all about

ABC: it's easy
It's like counting up to three
Sing a simple melody
That's how easy love can be

I'm going to teach how to sing it out
Sing it out: sing it out
Ow: ow: ow: baby

ABC: it's easy
It's like counting up to three
Sing a simple melody
That's how easy love can be"
16,Jackson 5,The Love You Save,"Stop! Na na na! You'd better save it
Stop: stop: stop: you'd better save it

When we played tag in grade school
You wanted to be It
But chasing boys was just a fad
You crossed your heart you'd quit

When we grew up you traded
Your promise for my ring
Now just like back to grade school
You're doing the same old thing

Stop! The love you save may be your own
Darling: take it slow
Or some day you'll be all alone
You'd better stop! The love you save may be your own
Darling: look both ways before you cross me
You're headed for the danger zone

I'm the one who loves you
I'm the one you need
Those other guys will put you down 
As soon as they succeed

They'll ruin your reputation
They'll label you a flirt
The way they talk about you 
They'll turn your name to dirt: oh

Isaac said he kissed you 
Beneath the apple tree 
When Benjie held your hand he felt 
Electricity

When Alexander called you 
He said he rang your chimes
Christopher discovered
You're way ahead of your times

Stop! The love you save may be your own
Darling: take it slow
Or some day you'll be all alone
You'd better stop! The love you save may be your own
Darling: look both ways before you cross me
You're headed for a danger zone

Slow down
Slow down
Slow down
Slow down

S is for ""Save it"" 
T is for ""Take it slow"" 
O is for ""Oh: no!"" 
P is for ""Please: please: don't go!"" 

The love you save may be your own
Some day you may be all alone
Stop it
Save it: girl
Baby! Ooooh

You'd better stop! the love you save may be your own
Please: please
Or some day: some day baby: you'll be all alone

I'm the one who loves you
I'm the one you need
Those other guys will put you down as soon as they succeed
Ahh

Stop! The love you save may be your own: baby
You'd better stop it: stop it: stop it girl
Or someday you'll be all alone

The way they talk about you
They'll turn your name: turn your name to dirt
Stop! The love you save may be your own! 
Don't cha know don't cha know
Some day baby you'll be all alone

Wait a while
Those other guys will put you down as soon as they succeed"
17,Neil Diamond,Cracklin' Rose,
18,Dawn,Candida,"The stars won't come out 
If they know that you're about
'Cause they couldn't match the glow of your eyes
And: oh: who am I
Just an ordinary guy
Trying hard to win me first prize

Oh: Candida
We could make it together
The further from here: girl: the better
Where the air is fresh and clean
Hmm: Candida
Just take my hand and I'll lead ya
I promise life will be sweeter
And it said so in my dreams

The future is bright
The gypsy told me so last night
Said she saw our children playing in the sunshine
And there was you and I 
In a house: baby: no lie
And all these things were yours and they were mine

Whoa my: Candida
We could make it together
The further from here: girl: the better
Where the air is fresh and clean
Hmm: Candida
Just take my hand and I'll lead ya
I promise life will be sweeter
And it said so in my dreams

And: oh: who am I
Just an ordinary guy
You know: I'm trying hard to win me first prize

Oh my: Candida
We could make it together
The further from here: girl: the better
Where the air is fresh and clean
Whoa my: Candida
Just take my hand and I'll lead ya
I promise that life will be sweeter
And it said so in my dreams"
19,Sly and The Family Stone,Thank You (Fallettin Me Be Mice Elf Again),
20,Eric Burdon and War,Spill The Wine,"I was once out strolling one very hot summer's day
When I thought I'd lay myself down to rest
In a big field of tall grass
I laid there in the sun and felt it caressing my face
As I fell asleep and dreamed
I dreamed I was in a Hollywood movie
And that I was the star of the movie
This really blew my mind
The fact that me an overfed long haired leaping gnome
Should be the star of a Hollywood movie
But there I was
I was taken to a place
The hall of the mountain kings
I stood high by the mountain tops
Naked to the world
In front of
Every kind of girl
There was long ones: tall ones: short ones: brown ones
Black ones: round ones: big ones: crazy ones
Out of the middle: came a lady
She whispered in my ear
Something crazy
She said...

Spill the wine: take that pearl
Spill the wine: take that pearl
Spill the wine: take that pearl
Spill the wine: take that pearl

I thought to myself: what could that mean?
Am I going crazy: or is this just a dream?
Now wait a minute...
I know I'm lying in a field of grass somewhere
So it's all in my head
And then I heard her say one: more time

Spill the wine: take that pearl
Spill the wine: take that pearl
Spill the wine: take that pearl
Spill the wine: take that pearl

I could feel hot flames of fire roaring at my back
As she disappeared: but soon she returned
In her hand was a bottle of wine
In the other a glass
She poured some of the wine from the bottle into the glass
And raised it to her lips
And just before she drank it: she said

Spill the wine: take that pearl
Spill the wine: take that pearl
Spill the wine: take that pearl
Spill the wine: take that pearl

It's on girl: all you gotta do is spill that wine
Spill that wine: let me feel: let me feel hot: yeah! yeah!
Spill the wine: spill the wine: spill the wine: spill the wine
Spill the wine: spill the wine: spill the wine
Take that pearl!"
21,Five Stairsteps,O-o-h Child,"O-o-h child: things are gonna get easier
O-o-h child: things'll get brighter
O-o-h child: things are gonna get easier
O-o-h child: things'll get brighter

Someday: yeah
We'll put it together and we'll get it undone
Someday when your head is much lighter
Someday: yeah
We'll walk in the rays of a beautiful sun
Someday when the world is much brighter

O-o-h child: things are gonna be easier
O-o-h child: things'll be brighter
O-o-h child: things are gonna be easier
O-o-h child: things'll be brighter

Someday: yeah
We'll put it together and we'll get it undone
Someday when your head is much lighter
Someday: yeah
We'll walk in the rays of a beautiful sun
Someday when the world is much brighter
La la la la la la la la la
La la la la la la la la la
La la la la la la la la la
La la la la la la la la la

Someday (Someday: someday: someday)
We'll get it together and we'll get it undone
Someday when your head is much lighter
Someday (Someday: someday: someday)
We'll walk with the rays of a beautiful sun
Someday when the world is much brighter

O-o-h child: things are gonna get easier
O-o-h child: things'll get brighter
O-o-h child: things are gonna get easier
O-o-h child: things'll get brighter (right now)
Oh yeah (right now)
Oh baby (right now)
You just wait and see how things are gonna be (right now)
You just wait and see how things are gonna be (right now)
You just wait and baby see (right now)"
22,Norman Greenbaum,Spirit In The Sky,"When I die and they lay me to rest
Gonna go to the place that's the best
When I lay me down to die
Goin' up to the spirit in the sky

Goin' up to the spirit in the sky (Spirit in the sky)
That's where I'm gonna go when I die (When I die)
When I die and they lay me to rest
I'm gonna go to the place that's the best

Prepare yourself: you know it's a must
Gotta have a friend in Jesus
So you know that when you die
He's gonna recommend you to the spirit in the sky
(Spirit in the sky)
Whoa: he'll recommend you to the spirit in the sky
That's where you're gonna go when you die (When you die)
When you die and they lay you to rest
You're gonna go to the place that's the best

Never been a sinner: I never sinned
And I got a friend in Jesus
So you know that when I die
He's gonna set me up with the spirit in the sky

Whoa: set me up with the spirit in the sky (Spirit in the sky)
That's where I'm gonna go when I die (When I die)
When I die and they lay me to rest
I'm gonna go to the place that's the best
Go to the place that's the best"
23,Melanie and The Edwin Hawkins Singers,Lay Down (Candles In The Rain),"Lay down: lay down
Lay it all down
Let your white birds smile up
At the ones who stand and frown

Lay down: lay down
Lay it all down
Let your white birds smile up
At the ones who stand and frown

We were so close: there was no room
We bled inside each other's wounds
We all had caught the same disease
And we all sang the songs of peace

Lay down: lay down
Lay it all down
Let your white birds smile up
At the ones who stand and frown

Lay down: lay down
Lay it all down
Let your white birds smile up
At the ones who stand and frown

So raise the candles high
'Cause if you don't we could stay black against the night
Oh: raise them higher again
And if you do we could stay dry against the rain

Lay down: lay down
Lay it all down
Let your white birds smile up
At the ones who stand and frown

Lay down: lay down
Lay it all down
Let your white birds smile up
At the ones who stand and frown

We were so close: there was no room
We bled inside each other's wounds
We all had caught the same disease
And we all sang the songs of peace
Some came to sing: some came to pray
Some came to keep the dark away

So raise the candles high
'Cause if you don't we could stay black against the sky
Oh: raise them higher again
And if you do we could stay dry against the rain

Lay down: lay down
Lay it all down
Let your white birds smile up
At the ones who stand and frown

You gotta lay down: lay down
Lay it all down
Let your white birds smile up
At the ones who stand and frown

You gotta lay down: lay down
Lay it all down
Let your white birds smile up
At the ones who stand and frown

You gotta lay down: lay down
Lay it all down
Let the white birds smile up
At the ones who stand and frown

Lay down: lay down
Lay it all down
Let your white birds smile up
At the ones who stand and frown

Ooh: ooh: ooh
Ooh: ooh: ooh
Ooh: ooh: ooh
Ooh: ooh: ooh

Oh: lay down: lay down
Lay it all down
Let your white birds smile up
At the ones who stand and frown

Lay down: lay down
Lay it all down
Let your white birds smile up
At the ones who stand and frown

Lay down: lay down
Lay it all down
Let your white birds smile up
At the ones who stand and frown

Lay it all down
Let your white birds smile up
At the ones who stand and frown

Lay down: lay down
Lay it all down
Let your white birds smile up
At the ones who stand and frown

Lay down: lay down
Lay it all down
Ooh: ooh: ooh
Ooh: ooh: ooh

Ooh: ooh: ooh
Ooh: ooh: ooh
Ooh: ooh: ooh
Ooh: ooh: ooh"
24,Temptations,Ball Of Confusion (That's What The World Is Today),"1: 2: 1: 2: 3: 4

People moving out
People moving in
Why: because of the color of their skin
Run: run: run: but you just can't hide

An eye for an eye
Tooth for a tooth
Vote for me and I'll set you free
Rap on: brother: rap on

Well: the only person talking about loving thy brother is the preacher
And it seems nobody's interested in learning but the teacher
Segregation: determination: demonstration: integration: aggravation: humiliation
Obligation to our nation

Ball of confusion
That's what the world is today: hey

The sales of pills are at an all time high
Young folks walk with their heads in the sky
The cities aflame in the summertime
And oh the beat goes on

Evolution: revolution: gun control: sound of soul-shooting rockets to the moon
Kids growing up too soon
Politicians say: ""More taxes will solve everything:""
And the band played on

So: round and around and around we go
Where the world's headed nobody knows

Oh: Great Googamooga
Can't you hear me talking to you
Just a ball of confusion
That's what the world is today: hey

Fear in the air: tension everywhere
Unemployment rising fast
The Beatles new record's a gas
And the only safe place to live
Is on an Indian reservation
The band played on

Eve of destruction: tax deduction
City inspectors: bill collectors: mod clothes in demand
Population out of hand: suicide: too many bills
Hippies moving to the hills
People all over the world are shouting: ""End the war!""
And the band played on

Great Googamooga
Can't you hear me talking to you
Just a Ball Of Confusion"
25,Moments,Love On A Two Way Street,
26,Jackson 5,I Want You Back,"Let me tell you now

When I had you to myself
I didn't want you around
Those pretty faces always made you
Stand out in a crowd

But someone picked you from the bunch
One glance was all it took
Now it's much too late for me
To take a second look

Oh baby: give me one more chance
(To show you that I love you)
Won't you please let me
Back in your heart

Oh darling: I was blind to let you go
(Let you go: baby)
But now since I see you in his arms
(I want you back)

Yes I do now (I want you back)
Ooh: ooh baby (I want you back)
Yeah: yeah: yeah: yeah (I want you back)
Na na na na

Trying to live without your love
Is one long sleepless night
Let me show you: girl
That I know wrong from right

Every street you walk on
I leave tear stains on the ground
Following the girl
I didn't even want around
Let me tell you now

Oh baby: all I need is one more chance
(To show you that I love you)
Won't you please let me
Back in your heart

Oh darlin': I was blind to let you go
(Let you go baby)
But now since I see you in his arms: uh huh

A buh buh buh buh
A buh buh buh buh
All I want
A buh buh buh buh
All I need
A buh buh buh buh
All I want
A buh buh buh buh
All I need

Oh: just one more chance
To show you that I love you
Baby (baby): baby (baby): baby (baby)

(I want you back)
Forget what happened then
And let me live again

Oh baby: I was blind to let you go
But now since I see you in his arms
(I want you back)
Spare me of this cause
Gimme back what I lost

Oh baby: I need one more chance: ha
I tell ya that I love you
Baby: ow: baby: baby
I want you back
I want you back"
27,Poppy Family,Which Way You Goin' Billy?,
28,Free,All Right Now,"Oh: whoa: whoa
Ow
Mm!

There she stood in the street
Smiling from her head to her feet
I said-ah: hey: what is this?
Now  baby: maybe: maybe she's in need of a kiss

I said-ah: ""Hey: what's your name baby?
Maybe we can see things the same
Now don't you wait or hesitate
Let's move before they raise the parking rate.""
Ow!

All right now
Baby: it's-ah all right now
Mm!
All right now
Baby: it's-ah all right now
Whoa: ooh

Let me tell you now
Mm!

I took her home to my place
Watching every move on her face
She said: ""Look: what's your game: baby?
Are you tryin' to put me in shame?""

I said: ""Slow: don't go so fast
Don't you think that love can last?""
She said: ""Love: Lord above
Huh: now you're trying to trick me in love""
Ow!

All right now
Baby: it's-ah all right now
All right now
Baby: it's-ah all right now

Yeah: it's all right now
Yeah!

Hoo!
Oh yeah: ow!
Let me tell you all about it: now
Ow!
Yeah

Took her home: yeah: to my place
Watching every move on her face
She said: ""Look: uh: what's your game?
Are you trying to put me in shame?""

""Baby:"" I said: ""Slow: slow: don't go so fast: huh
Don't you think that love can last?""
She said: ""Love: Lord above
Now he's trying to trick me in love""
Yeah!

All right now
Baby: it's-ah all right now: yeah
All right now
Baby: it's-ah all right now

All right now
It's all right: it's all right: it's all right
All right now
All right now
It's all right: it's all right: it's all right"
