Position,Artist,Song_Title,Lyrics
11,Dionne Farris,I Know,"I know what you're doing: yeah: yeah
I know why you dialed my number
I know what you're doing: yeah: yeah
I know why you care

I know what you're doing: yeah: yeah
I know why you say you love me
I know what you're doing: yeah: yeah
And I don't think it's fair

I know why you dialed my number
I know why you say you're mine
I know what you're doing
And it's not gonna work this time
Not gonna work this time

I know what you're doing: yeah: yeah
I can never sing in that key
I know what you're doing: yeah: yeah
And you're the one to blame

I know what you're doing: yeah: yeah
I know why you can't forgive me
I know why you're singing lost love
The lyrics haven't changed

I can recognize the symptoms
You should know I've changed my mind
I know what you're doing
And it's not gonna work this time
Hey: said it's not gonna work this time
Not gonna work this time
Not gonna work this time

I know what you're doing: baby
I know why you call my name
I know why you say you love me
But I can't say the same

I can recognize the symptoms
You should know I've changed my mind
I know what you're doing
And it's not gonna work this time"
12,Boyz II Men,Water Runs Dry,"We don't even talk anymore
And we don't even know what we argue about
Don't even say &#x201C;I love you&#x201D; no more
Cause saying how we feel is no longer allowed
Some people work things out
And some just don't know how to change

Let's don't wait 'til the water runs dry
We might watch our whole lives pass us by
Let's not wait 'til the water runs dry
We'll make the biggest mistake of our lives
Don't do it: baby

Now they can see the tears in our eyes
But we deny the pain that lies deep in our hearts
Well: maybe that's a pain we can't hide
Cause everybody knows that we're both torn apart
Why do we hurt each other
Why do we push love away

Let's don't wait 'til the water runs dry (no: no: baby)
We might watch our whole lives pass us by (we might wait our whole lives)
Let's not wait 'til the water runs dry
We'll make the biggest mistake of our lives
Don't do it: baby

Some people will work things out
And some just don't know how to change

Let's don't wait 'til the water runs dry (no: no)
We might watch our whole lives pass us by (oh: pass us by)
Let's not wait 'til the water runs dry (dry)
We'll make the biggest mistake of our lives
Don't do it: baby"
13,Adina Howard,Freak Like Me,"Let me lay it on the line
I got a little freakiness inside
And you know that the man
Has got to deal with it
I don't care what they say
I'm not about to pay nobody's way
'Cause it's all about the dog in me

I want a freak in the morning
A freak in the evening just like me
I need a roughneck nigga
That can satisfy me just for me
If you are that kind of man
'Cause I'm that kind of girl
I got a freaky secret: everybody sing
'Cause we don't give a damn about a thing
'Cause I will be a freak
Until the day until the dawn
And we can (pump: pump)
All through the night to the early morn
Come on and I will take you
Around the hood on a gangsta lean
'Cause we can (pump: pump)
Any time of day it's all good for me

Boy: you're moving kind of slow
You got to keep it up
Now there you go
There's just one thing that a man must do

I'm packing all the flavor you need
I got you shook up on your knees
'Cause it's all about the dog in me

I want a freak in the morning
A freak in the evening just like me
I need a roughneck nigga
That can satisfy me just for me
If you are that kind of man
'Cause I'm that kind of girl
I got a freaky secret: everybody sing
'Cause we don't give a damn about a thing
'Cause I will be a freak
Until the day until the dawn
And we can (pump: pump)
All through the night to the early morn
Come on and I will take you
Around the hood on a gangsta lean
'Cause we can (pump: pump)
Any time of day it's all good for me

One to the two: the two to the three
Adina do you wanna get freaky wit me?"
14,Blues Traveler,Run-Around,"Oh: once upon a midnight dearie
I woke with something in my head
I couldn't escape the memory
Of a phone call and of what you said

Like a game show contestant with a parting gift
I could not believe my eyes
When I saw through the voice of a trusted friend
Who needs to humor me and tell me lies
Yeah: humor me and tell me lies

And I'll lie too and say I don't mind
And as we seek: so shall we find
And when you're feeling open: I'll still be here
But not without a certain degree of fear
Of what will be with you and me
I still can see things hopefully

But you
Why you wanna give me a run-around?
Is it a sure-fire way to speed things up
When all it does is slow me down?

And shake me and my confidence
'Bout a great many things
But I've been there: I can see it cower
Like a nervous magician waiting in the wings

Of a bad play where the heroes are right
And nobody thinks or expects too much
And Hollywood's calling for the movie rights
Singing: ""Hey babe: let's keep in touch
Hey baby: let's keep in touch""

But I want more than a touch: I want you to reach me
And show me all the things no one else can see
So what you feel becomes mine as well
And soon if we're lucky: we'd be unable to tell
What's yours and mine: the fishing's fine
And it doesn't have to rhyme: so don't you feed me a line

But you
Why you wanna give me a run-around?
Is it a sure-fire way to speed things up
When all it does is slow me down?

Ha la la la: bombardier: this is the pilot speaking
And I got some news for you
It seems my ship still stands no matter what you drop
And there ain't a whole lot that you can do

Oh sure: the banner may be torn and the wind's gotten colder
Perhaps I've grown a little cynical
But I know no matter what the waitress brings
I shall drink in and always be full
Yeah: I will drink in and always be full

Oh: I like coffee and I like tea
Like to be able to enter a final plea
I still got this dream that you just can't shake
I love you to the point you can no longer take
Well: all right: okay: so be that way
I hope and pray that there's something left to say

But you
Why you wanna give me a run-around?
Is it a sure-fire way to speed things up
When all it does is slow me down?

Oh: you
Why you wanna give me a run-around?
Is it a sure-fire way to speed things up
When all it does is slow me down?"
15,All-4-One,I Can Love You Like That,"They read you Cinderella
You hoped it would come true
And one day a prince charming would come rescue you
You like romantic movies
And you never will forget
The way it felt when romeo kissed juliette
And all this time that you've been waiting
You don't have to wait no more
I can love you like that
I would make you my world
Move heaven and earth if you were my girl
I would give you my heart
Be all that you need
Show you you're everything that's precious to me
If you give me a chance: I can love you like that

I never make a promise
I don't intend to keep
So when I say forever
Forever's what I mean
Well I am no casanova
But I swear this much is true:
I'll be holding nothing back
When it comes to you
You dream of love that's everlasting
Well baby open up your eyes...

I can love you like that
I would make you my world
Move heaven and earth if you were my girl
I would give you my heart
Be all that you need
Show you you're everything that's precious to me
If you give me a chance: I can love you like that

If you want tenderness
I've got tenderness
And I see through to the heart of you
If you want a man
Who will understand
You don't have to look very far

I can love you: girl I can (I can love you love you)
Oh baby oh...
I can love you like that
I would make you my world
Move heaven and earth if you were my girl
I would give you my heart
Be all that you need
Show you you're everything that's precious to me
I can love you like that
I can make you my world
Move heaven and earth if you were my girl
I would give you my heart
My heart my heart my world
Show you you're everything (you're everything to me)
Love you like that
I can make you my world
Move heaven and earth if you were my girl
I would give you my heart
My heart my heart my world
Show you you're everything"
16,Bryan Adams,Have You Ever Really Loved A Woman?,"To really love a woman
To understand her - You gotta know her deep inside
Hear every thought - See every dream
And give her wings when she wants to fly
Then when you find yourself lyin' helpless in her arms
You know ya really love a woman

When you love a woman
You tell her that she's really wanted
When you love a woman you tell her that she's the one
'Cause she needs somebody
To tell her that it's gonna last forever
So tell me have you ever really
Really: really ever loved a woman?

To really love a woman - Let her hold you
'Til ya know how she needs to be touched
You've gotta breathe her - really taste her
'Til you can feel her in your blood
And when you can see your unborn children in her eyes
You know you really love a woman

When you love a woman
You tell her that she's really wanted
When you love a woman you tell her that she's the one
'Cause she needs somebody
To tell her that you'll always be together
So tell me have you ever really
Really: really ever loved a woman?

Oh - You got to give her some faith - Hold her tight
A little tenderness - Ya gotta treat her right
She will be there for you: takin' good care of you
You really gotta love your woman: yeah

Then when you find yourself lyin' helpless in her arms
Ya know you really love a woman

When you love a woman
You tell her that she's really wanted
When you love a woman you tell her that she's the one
'Cause she needs somebody
To tell her that it's gonna last forever
So tell me have you ever really
Really: really ever loved a woman?

Yeah - Just tell me have you ever really
Really: really ever loved a woman?
Oh - Just tell me have you ever really
Really: really ever loved a woman?"
17,Bon Jovi,Always,"This Romeo is bleeding
But you can't see his blood
It's nothing but some feelings
That this old dog kicked up

It's been raining since you left me
Now I'm drowning in the flood
You see: I've always been a fighter
But without you: I give up

I can't sing a love song
Like the way it's meant to be
Well: I guess I'm not that good anymore
But baby: that's just me

And I will love you: baby: always
And I'll be there forever and a day: always
I'll be there 'til the stars don't shine
'Til the heavens burst and the words don't rhyme
And I know when I die: you'll be on my mind
And I'll love you: always

Now your pictures that you left behind
Are just memories of a different life
Some that made us laugh: some that made us cry
One that made you have to say goodbye
What I'd give to run my fingers through your hair
To touch your lips: to hold you near
When you say your prayers: try to understand
I've made mistakes: I'm just a man

When he holds you close: when he pulls you near
When he says the words you've been needing to hear
I wish I was him
With these words of mine
To say to you 'til the end of time

That I will love you baby: always
And I'll be there forever and a day: always

If you told me to cry for you: I could
If you told me to die for you: I would
Take a look at my face
There's no price I won't pay
To say these words to you

Well: there ain't no luck
In these loaded dice
But baby if you give me just one more try
We can pack up our old dreams
And our old lives
We'll find a place where the sun still shines

And I will love you: baby: always
And I'll be there forever and a day: always
I'll be there 'til the stars don't shine
'Til the heavens burst and the words don't rhyme
I know when I die: you'll be on my mind
And I'll love you: always

Always: always"
18,Shaggy,Boombastic / In The Summertime,"Mr. Boombastic!
What you want is some boombastic romantic fantastic lover.
Shaggy!

Mr. Lover Lover - mmm
I'm Mr. Lover Lover - rrrr girl
Mr. Lover Lover - mmm
I'm Mr. Lover Lover.

She call me Mr. Boombastic: say me fantastic
Touch me on me back: she says I'm Mr. Ro-Ro-
Mantic: call me fantastic:
Touch me on me back: she says I'm Mr. Ro...

Smooth... just like-a silk-a.
Soft and cuddly: hug me up like a quilt.
I'm a lyrical lover: no take me for no filth.
With my sexual physique: ya know me well built.
Oh me: oh my: well well: can't you tell?
I'm just like a turtle crawling out of my shell.
Gal: you captivate my body: put me under a spell.
With your Khus Khus perfume I love your sweet smell.
You are the only young girl who can ring my bell.
And I can take rejection: so you tell me ""go to hell"".

I'm Boombastic: say me fantastic:
Touch me on my back: she says I'm Mr. Ro-Ro-
Mantic: call me fantastic:
She touch me on my back: she says I'm Mr. Boom-Boom-Boom-Boom-
Boombastic: tell me fantastic:
Touch me on my back: she call Mr. Ro-Ro-
Romantic: tell me fantastic:
She touch me on my back: she says I'm Mr. Boom-Boom...

Gee whizz: baby please!
Let me take you to an island of the sweet cool breeze.
You don't feel like drive? Well: baby hand me the keys.
And I will take you to a place: and set your mind at ease.
Don't you tickle my foot bottom: (ha ha) baby please.
Don't you play with my nose: 'cause I'ma (ha-chum) sneeze! (bless you)
Well you are the bun and me are the cheese.
And if me are the rice then baby love you're the peas.

I'm Boombastic: say me fantastic:
Touch me on my back: she says I'm Mr. Ro-Ro-
Romantic: tell me fantastic:
She touch me on my back: she says I'm Mr. Boom-Boom-Boommmmm-
Bastic: tell me fantastic:
Touch me on my back: she says Mr. Ro-oh-
Mantic: say me fantastic:
Touch me on my back: she says I'm Mr. Boom-Boom...

A me say give me your lovin'... gal: you're lovin' well good!
I want your lovin': gal give it like you should.
Give me your lovin'... girl: you're lovin' well good.
I want your lovin': gal remember the
Wooould like to kiss and caress?
Rub down every strand of ya 'pon me chest.
I'm Boombastic: rated as the best!
The best you should get: nothing more: nothing less.
Give me your digits: jot down your address.
I'll bet you confess: when you put me to the test

That I'm Boombastic: tell me fantastic:
Touch me on my back: she says I'm Mr. Ro-Ro-
Romantic: tell me fantastic:
Touch me on my back: she says I'm Mr. Boommmmm-
Bastic: tell me fantastic:
Touch me on my back: she says Mr. Ro-oh-oh-
Mantic: tell me fantastic:
Touch me on my back: she says I'm Mr. Boombastic: wha.

Gal: your admiration: it-a lik me from the - start!
With your physical attraction: gal you know to feel the - spark!
A man of few words: naw go tell you no sweet talk.
Naw go laba laba laba and a chat pure part.
I'll get straight to the point like a arrow or a dart.
Come lay down in my jacuzzi: and get some bubble bath.
Only sound you will here is the beating of my heart.
And we will mmm mmm and have some sweet pillow talk.

I'm Boombastic: tell me fantastic:
Touch me on my back: she says I'm Mr. Rooah-
Mantic: say me fantastic:
She tickle of my back: she says I'm Mr. Boom-Boom-
Bastic: tell me fantastic:
Touch me on my back: she says Mr. Rooaah-
Mantic: say me fantastic:
Touch me on my back: she says I'm Mr. Boom...

Well ya say girl: smooth."
19,Nicki French,Total Eclipse Of The Heart,"Turn around
Every now and then I get a little bit lonely and you're never coming around
Turn around
Every now and then I get a little bit tired of listening to the sound of my tears
Turn around
Every now and then I get a little bit nervous that the best of all the years have gone by
Turn around
Every now and then I get a little bit terrified and then I see the look in your eyes
Turn around bright eyes
Every now and then I fall apart
Turn around bright eyes
Every now and then I fall apart

And I need you now tonight
And I need you more than ever
And if you'll only hold me tight
We'll be holding on forever
And we'll only be making it right
'Cause we'll never be wrong together

Once upon a time I was falling in love
But now I'm only falling apart
There's nothing I can do
A total eclipse of the heart

Turn around
Every now and then I know you'll never be the boy you always you wanted to be
Turn around
Every now and then I know you'll always be the only boy who wanted me the way that I am
Turn around
Every now and then I know there's no one in the universe as magical and wonderous as you
Turn around
Every now and then I know there's nothing any better; there's nothing that I just wouldn't do
Turn around bright eyes
Every now and then I fall apart
Turn around bright eyes
Every now and then I fall apart

And I need you now tonight
And I need you more than ever
And if you'll only hold me tight
We'll be holding on forever
And we'll only be making it right
'Cause we'll never be wrong together
We can take it to the end of the line
Your love is like a shadow on me all of the time
I don't know what to do and I'm always in the dark
We're living in a powder keg and giving off sparks
I really need you tonight
Forever's gonna start tonight
Forever's gonna start tonight

Once upon a time I was falling in love
But now I'm only falling apart
There's nothing I can do
A total eclipse of the heart
Once upon a time there was light in my life
But now there's only love in the dark
Nothing I can say
A total eclipse of the heart

But now there's only love in the dark
Now there's only love in the dark
Now there's only love in the dark
Now there's only love in the dark
A total eclipse of the heart
Now there's only love in the dark
Now there's only love in the dark
Now there's only love in the dark

A total eclipse of the heart

Once upon a time I was falling in love
But now I'm only falling apart
There's nothing I can do
A total eclipse of the heart

Once upon a time I was falling in love
But now I'm only falling apart
There's nothing I can do
A total eclipse of the heart"
20,Des'ree,You Gotta Be,"Listen as your day unfolds
Challenge what the future holds
Try and keep your head up to the sky
Lovers: they may cause you tears
Go ahead release your fears
Stand up and be counted
Don't be ashamed to cry

You gotta be
You gotta be bad: you gotta be bold: you gotta be wiser
You gotta be hard: you gotta be tough: you gotta be stronger
You gotta be cool: you gotta be calm: you gotta stay together
All I know: all I know
Love will save the day

Herald what your mother said
Read the books your father read
Try to solve the puzzles in your own sweet time
Some may have more cash than you
Others take a different view
My oh my: yeah: eh: eh

You gotta be bad: you gotta be bold: you gotta be wiser
You gotta be hard: you gotta be tough: you gotta be stronger
You gotta be cool: you gotta be calm: you gotta stay together
All I know: all I know
Love will save the day

Time ask no questions: it goes on without you
Leaving you behind if you can't stand the pace
The world keeps on spinning
Can't stop it: if you tried to
The best part is danger staring you in the face

Remember listen as your day unfolds
Challenge what the future holds
Try and keep your head up to the sky
Lovers: they may cause you tears
Go ahead release your fears
My oh my: eh: eh: eh

You gotta be bad: you gotta be bold: you gotta be wiser
You gotta be hard: you gotta be tough: you gotta be stronger
You gotta be cool: you gotta be calm: you gotta stay together
All I know: all I know
Love will save the day
Yeah: yeah: yeah

You gotta be bad: you gotta be bold: you gotta be wiser
You gotta be hard: you gotta be tough: you gotta be stronger
You gotta be cool: you gotta be calm: you gotta stay together
All I know: all I know
Love will save the day
Yeah: yeah

Got to be bold
Got to be bad
Got to be wise
Do what others say
Got to be hard
Not too: too hard
All I know is love will save the day

You gotta be bad: you gotta be bold: you gotta be wiser
You gotta be hard: you gotta be tough: you gotta be stronger
You gotta be cool: you gotta be calm: you gotta stay together

You gotta be bad: you gotta be bold: you gotta be wiser
You gotta be hard: you gotta be tough: you gotta be stronger
You gotta be cool: you gotta be calm...
(Fade out)"
21,Michael Jackson,You Are Not Alone,"Another day has gone: I'm still all alone
How could this be: you're not here with me
You never said goodbye: someone tell me why
Did you have to go and leave my world so cold

Every day I sit and ask myself: how did love slip away
Something whispers in my ear and says

That you are not alone: I am here with you
Though you're far away: I am here to stay
You are not alone: I am here with you
Though we're far apart: you're always in my heart
You are not alone
Alone: all alone: why: alone

Just the other night: I thought I heard you cry
Asking me to come and hold you in my arms
I can hear your prayers: your burdens I will bear
But first I need your hand: then forever can begin

Every day I sit and ask myself: how did love slip away
Then something whispers in my ear and says

That you are not alone: I am here with you
Though you're far away: I am here to stay
You are not alone: I am here with you
Though we're far apart: you're always in my heart
You are not alone

Oh: whisper three words and I'll come running: darling
And: girl: you know that I'll be there: I'll be there

That you are not alone: I am here with you
Though you're far away: I am here to stay
You are not alone: I am here with you
Though we're far apart: you're always in my heart

That you are not alone: I am here with you
Though you're far away: I am here to stay
For you are not alone: for I am here with you
Though we're far apart: you're always in my heart
For you are not alone

You are not alone: you are not alone
Said again: you are not alone: you are not alone
Not alone: not alone
Did you raise for me: girl
In the morning: in the evening
Not alone: not alone: you and me: not alone
Together: together"
22,Hootie and The Blowfish,Hold My Hand,"With a little love: and some tenderness
We'll walk upon the water: we'll rise above the mess
With a little peace: and some harmony
We'll take the world together: we'll take 'em by the hand

'Cause I've got a hand for you
'Cause I wanna run with you

Yesterday: I saw you standing there
Your head was down: your eyes were red: no comb had touched your hair
I said get up: and let me see you smile
We'll take a walk together: walk the road a while: 'cause

'Cause I've got a hand for you
I've got a hand for you
'Cause I wanna run with you
Won't you let me run with you? yeah

(Hold my hand) Want you to hold my hand
(Hold my hand) I'll take you to a place where you can be
(Hold my hand) Anything you wanna be because
I wanna love you the best that: the best that I can

See: I was wasted: and I was wasting time
Till I thought about your problems: I thought about your crimes
Then I stood up: and then I screamed aloud
I don't wanna be part of your problems: don't wanna be part of your crowd: no

'Cause I've got a hand for you
I've got a hand for you
'Cause I wanna run with you
Ah: won't you let me run with you?

(Hold my hand) Want you to hold my hand
(Hold my hand) I'll take you to the promised land
(Hold my hand) Maybe we can't change the world but
I wanna love you the best that: the best that I can: yeah

(Hold my hand) Want you to hold my hand
(Hold my hand) I'll take you to a place where you can be
(Hold my hand) Anything you wanna be because
I: oh: no-no: no no no

(Hold my hand) Want you to hold my hand
(Hold my hand) I'll take you to the promised land
(Hold my hand) Maybe we can't change the world but
I wanna love you the best that: best that I can

Oh
The best that I can"
23,Notorious B.I.G.,One More Chance-Stay With Me,
24,Ini Kamoze,Here Comes The Hotstepper,"Hit it
Nah: na na na nah
Na na na nah: na na nah: na na nah
Na na na nah

Nah: na na na nah
Na na na nah: na na nah: na na nah
Na na na nah

Here comes the hotstepper (murderer)
I'm the lyrical gangster (murderer)
Big up the crew in-a de area: murderer
Still love you like that: murderer

No: no: we don't die
Yes: we multiply
Anyone pressed will hear the fat lady sing
Act like you know: Rico
I know what Bo don't know
Touch them up and go: uh-oh
Ch-ch-chang-chang

Here comes the hotstepper: murderer
I'm the lyrical gangster: murderer
Excuse me mister officer: murderer
Still love you like that: murderer

Extraordinary
Juice like a strawberry
Money to burn baby: all of the time
Cut to fit is me
Fit to cut is she
Come juggle with me: I say every time

Here comes the hotstepper (murderer)
I'm the lyrical gangster (murderer)
Dial emergency number (murderer)
Still love you like that (murderer)

Nah: na na na nah
Na na na nah: na na nah: na na nah
Na na na nah
It's how we do it: man

Nah: na na na nah
Na na na nah: na na nah: na na nah
Na na na nah

Start like a jackrabbit
Finish in front of it
On the night is jack: that's it: understand
I'm the daddy of the mack daddy
His are left in gold: maybe
Ain't no homie gonna play me: top celebrity man

(Murderer)
I'm the lyrical gangster (murderer)
Excuse me mister officer (murderer)
Still love you like that (murderer)

No: no: we don't die
Yes: we multiply
Anyone test will hear the fat lady sing
Act like you know: 'G' go
I know what Bo don't know
Touch them up and go: uh-oh
Ch-ch-chang-chang

Here comes the hotstepper (murderer)
I'm the lyrical gangster (murderer)
Big up the crew in-a de area (murderer)
Still love you like that (murderer)

Nah: na na na nah
Na na na nah: na na nah: na na nah
Na na na nah: yeah man

Nah: na na na nah
Na na na nah: na na nah: na na nah
Na na na nah: right

Here comes the hotstepper (murderer)
I'm the lyrical gangster (murderer)
Big up all crew bow ya (murderer)
Still love you like that (murderer)

Here comes the hotstepper (murderer)
I'm the lyrical danger (murderer)
Pick up the crew in-a the area (murderer)
Still love you like that (murderer)

Here comes the hotstepper
I'm the lyrical gangster
I'm a live in-a me danger
Still love you like that: hey

Da da da da
Da da da da
Da da da da

(C'mon: c'mon)"
25,Soul For Real,Candy Rain,Unfortunately: we are not licensed to display the full lyrics for this song at the moment. Hopefully we will be able to in the future. Until then... how about a random page?
26,Hootie and The Blowfish,Let Her Cry,"She sits alone by a lampost
Trying to find a thought that's escaped her mind
She says ""Dad's the one I love the most:
But Stipe's not far behind""

She never lets me in
Only tells me where she's been
When she's had too much to drink
I said that I don't care
I just run my hands through her dark hair
Then I pray to God: you gotta help me fly away
And just

Let her cry: if the tears fall down like rain
Let her sing: if it eases all her pain
Let her go: let her walk right out on me
And if the sun comes up tomorrow: let her be
Let her be

This morning I woke up alone
Found a note standin' by the phone
Saying ""baby: maybe I'll be back someday""
I wanted to look for you
You walked in; I didn't know just what I should do
So I sat back down and had a beer
And felt sorry for myself: sayin'

Let her cry: if the tears fall down like rain
Let her sing: if it eases all her pain
Let her go: let her walk right out on me
And if the sun comes up tomorrow: let her be
Let her be

Let her cry: if the tears fall down like rain
Let her sing: if it eases all her pain
Let her go: let her walk right out on me
And if the sun comes up tomorrow: let her be
Ah...

Last night: I tried to leave
Cried so much: I could not believe
She was the same girl I fell in love with long ago
She went in the back to get high
I sat down on my couch and cried: yellin'
""Oh mama: please help me!
Won't you hold my hand and...?""

Let her cry: if the tears fall down like rain
Let her sing: if it eases all her pain
Let her go: let her walk right out on me
And if the sun comes up tomorrow: let her be
Let her cry: if the tears fall down like rain
Let her sing: if it eases all her pain
Let her go: let her walk right out on me
And if the sun comes up tomorrow: let her be
Oh: let her be."
27,Blessid Union Of Souls,I Believe,"Walk blindly to the light and reach out for his hand
Don't ask any questions and don't try to understand
Open up your mind and then open up your heart
And you will see that you and me aren't very far apart

'Cause I believe that love is the answer
I believe that love will find the way

Violence is spread worldwide and there's families on-the street
And we sell drugs to children now oh why can't we just see
That all we do is eliminate our future with the things we do today
Money is our incentive now so that makes it okay

But I believe that love is the answer
I believe that love will find the way
I believe that love is the answer
I believe that love will find the way

Ooh

I've been seeing Lisa now for a little over a year
She said she's never been so happy but Lisa lives in fear
That one day daddy's gonna find out she's in love
With a nigger from the streets
Oh how he would lose it then but she's still here with me
'Cause she believes that love will see it through
And one day he'll understand
And he'll see me as a person and not just a black man

'Cause I believe that love is the answer
I believe that love will find the way
I believe I believe I believe I believe that love is the answer
I believe that love will find the way
Love will find the way (x7)"
28,TLC,Red Light Special,"Take a good look at it
Look at it now
Might the last time you'll
Have a go round
I'll let you touch it if you'd
Like to go down
I'll let you go further
If you take the southern route

Don't go too fast
Don't go to slow
You've got to let your body flow
I like 'em attentive
And I like 'em in control

Baby it's yours
All yours
If you want it tonight
I'll give you the red light special
All through the night
Baby it's yours
All yours
If you want it tonight
Just come through my door
Take off my clothes
And turn on the red light

I know that you want me: I can
See it in your eyes
You might as well be honest 
'Cause the body never lies
Tell me your secrets and I'll 
I'll tell you mine
I'm feeling quite sexy
And I want you for tonight

If I move too fast 
Just let me know
'Cause it means you move too slow
I like some excitement
And I like a man that goes

Baby it's yours
All yours
If you want it tonight
I'll give you the red light special
All through the night
Baby it's yours
All yours
If you want it tonight
Just come through my door
Take off my clothes
And turn on the red light

If you want me: let me know it
I'll make time but you've got to show it
If you need me: I want to see
But don't mistake me
I don't want you down on your knees
I need someone: a real man
I need someone who understands
I'm a woman: a real woman
I know just what I want
I know just who I am

Baby it's yours
All yours
If you want it tonight
I'll give you the red light special
All through the night
Baby it's yours
All yours
If you want it tonight
Just come through my door
Take off my clothes
And turn on the red light

Baby it's yours
All yours
If you want it tonight
Red light special
All through the night
Baby it's yours"
29,Janet Jackson,Runaway,"Excuse me...
Ha ha ha
There we go

I've seen the world
Been to many places
Made lots of friends
Many different races

I've had such fun 'round the world it's true
African skies with a Nairobi mood: woah
I fell asleep in Tuscany and dreamed
The one thing missing was you

Runaway with me my love
Yeah yeah yeah yeah
Lada-mm-dadadeedoo!
Runaway with me my love
Yeah yeah yeah yeah

I woke up with an Australian breeze
And danced the dance with Aborigines: woah
Under the moon glow down in Mexico I dreamed
One thing was missing: that's you

Runaway with me my love
Yeah yeah yeah yeah
Lada-mm-dadadeedoo!
Runaway with me my love (with our love)
Yeah yeah yeah yeah

We'll sail the waters of many colours
Won't need no compass: love will guide our way
Don't need nobody: long as we've got each other
No need to hurry: we've got every day

I want to share the world with you: you see
Springtime in Paris feels so good to me: woah
This is for me and reality so: please...
Make all my wishes come true

Runaway with me my love (with our love)
Yeah yeah yeah yeah
Lada-mm-dadadeedoo!
And I just know we'll have a good time (Yeah)
Ooh-ooh-ooh-ooh (my love)
And I just know we'll have a good time (Yeah)

Oh! (my love) Please come with me! (yeah)
And I just know we'll have a good time (Yeah)
It'll be fun (my love): walkin' in the rain in Spain

And I just know we'll have a good time
(Yeah)
Ooh... didn't quite hit the note
(Yeah)
That wasn't such a good time...

And I just know we'll have a good time (Yeah)
Don't you think so? (Yeah)
I do
And I just know we'll have a good time
(Yeah)"
30,Sheryl Crow,Strong Enough,"God: I feel like hell tonight
Tears of rage I cannot fight
I'd be the last to help you understand
Are you strong enough to be my man?

Nothing's true and nothing's right
So let me be alone tonight
Cause you can't change the way I am
Are you strong enough to be my man?

Lie to me
I promise I'll believe
Lie to me
But please don't leave: leave: don't leave

I have a face I cannot show
I make the rules up as I go
So try and love me if you can
Are you strong enough to be my man?

My man...
Are you strong enough? (to be my man...)
Are you strong enough? (to be my man...)
Are you strong enough? (my... man)

When I've shown you that I just don't care
When I'm throwing punches in the air
When I'm broken down and I can't stand
Would you be man enough to be my man?

Lie to me
I promise: I'll believe
Lie to me
But please don't leave"
31,Vanessa Williams,Colors Of The Wind,"You think you own whatever land you land on
The earth is just a dead thing you can claim
But I know every rock and tree and creature
Has a life: has a spirit: has a name

You think the only people who are people
Are the people who look and think like you
But if you walk the footsteps of a stranger
You'll learn things you never knew: you never knew

Have you ever heard the wolf cry to the blue corn moon
Or ask the grinning bobcat why he grin
Can you sing with all the voices of the mountain
Can you paint with all the colours of the wind
Can you paint with all the colours of the wind

Come run the hidden pine trails of the forest
Come taste the sunsweet berries of the earth
Come roll in all the riches all around you
And for once never wonder what they're worth

The rainstorm and the river are my brothers
The heron and the otter are my friends
And we are all connected to each other
In a circle: in a hoop that never ends

Have you ever heard the wolf cry to the blue corn moon
Or let the eagle tell you where he's been
Can you sing with all the voices of the mountain
Can you paint with all the colours of the wind
Can you paint with all the colours of the wind

How high does the sycamore grow
If you cut it down: then you'll never know

Oh: and you'll never hear the wolf cry to the blue corn moon
Or whether we are white or copper skin
We need to sing with all the voices of the mountain
We need to paint with all the colours of the wind
You can own the earth and still: all you'll own is earth until
You can paint with all the colours of the wind"
32,Jon B.,Someone To Love,"Don't even like to think about it
I don't know what I'd do without it
I only know that I live and breathe for your love
Baby you came to me
In my time of need
When I needed you: you were there for me
Baby the love from you is what got me through
It's because of you: I was able to
Give my heart again: you gave me

Someone to love
Someone to touch
Someone to hold
Someone to know
Someone to love
Someone to trust
Someone to hold
Oh someone to know

I thought I'd never love again
I thought my life was over and
I didn't want to face or even see another day
Suddenly from no where: baby you appeared
You dried my tears: you cared for me
Maybe your love for me: truly rescued me
It's because of you: I was able to
Fall in love again: you gave me

Someone to love
Someone to touch
Someone to hold
Oh someone to know
Someone to love
Someone to trust
Someone to hold
Oh someone to know

For so long in my life: I wouldn't let love inside
But I swallowed my pride the day you arrived
Now that you're by my side
Everything is all right
It's because of you: I was able to
Give my heart again: you gave me

Someone to love
Someone to touch
Someone to hold
Someone to know
Someone to love
Someone to trust
Someone to hold
Oh someone to know
Someone to love
Someone to touch
Someone to hold
Oh someone to know
Someone to love
Someone to trust
Someone to hold
Oh someone to know
Someone to love
Someone to touch
Someone to hold
Oh someone to know
Someone to love
Someone to trust
Someone to hold
Oh someone to know"
