Position,Artist,Song_Title,Lyrics
11,Santo and Johnny,Sleep Walk,
12,Paul Anka,Put Your Head On My Shoulder,"Put your head on my shoulder
Hold me in your arms: baby
Squeeze me oh so tight
Show me that you love me too

Put your lips next to mine: dear
Won't you kiss me once: baby
Just a kiss goodnight: maybe
You and I will fall in love

People say that love's a game
A game you just can't win
If there's a way
I'll find it someday
And then this fool will rush in

Put your head on my shoulder
Whisper in my ear: baby
Words I want to hear
Tell me: tell me that you love me too.

Put your head on my shoulder
Whisper in my ear: baby
Words I want to hear: baby
Put your head on my shoulder"
13,Lloyd Price,Stagger Lee,"The night was clear
And the moon was yellow
And the leaves came tumbling down

I was standing on the corner
When I heard my bulldog bark
He was barking at the two men
Who were gambling in the dark

It was Stagger Lee and Billy
Two men who gambled late
Stagger Lee threw seven
Billy swore that he threw eight

Stagger Lee told Billy
""I can't let you go with that
You have won all my money
And my brand new Stetson hat""

Stagger Lee started off
Goin down that railroad track
He said: I cant get you Billy
But don't be here when I come back

Go on: Stagger Lee

Stagger Lee went home
And he got his .44
Said: ""I'm going to the bar room
Just to pay that debt I owe""

Stagger Lee went to the bar room
And he stood across the bar room door
Said: ""Now nobody move""
And he pulled his .44

""Stagger Lee:"" cried Billy
""Oh: please don't take my life
I got three little children
And a very sickly wife""

Stagger Lee shot Billy
Oh he shot that poor boy so bad
Till the bullet came through Billy
And it broke the bartender's glass

Now look out: Stagg: come on"
14,Ritchie Valens,Donna,"Oh: Donna
Oh: Donna
Oh: Donna
Oh: Donna

I had a girl
Donna was her name
Since she left me
I've never been the same

'Cause I love my girl
Donna: where can you be?
Where can you be?

Now that you're gone
I'm left all alone
All by myself
To wander and roam

'Cause I love my girl
Donna: where can you be?
Where can you be?

Oh: darlin': now that you're gone
I don't know what I'll do
All the time and all my love
For you

I had a girl
Donna was her name
Since she left me
I've never been the same

'Cause I love my girl
Donna: where can you be?
Where can you be?

Oh: Donna
Oh: Donna
Oh: Donna
Oh: Donna"
15,Dodie Stevens,Pink Shoelaces,
16,Platters,Smoke Gets In Your Eyes,"They asked me how I knew
My true love was true
Oh: I of course replied
Something here inside 
Cannot be denied

They said someday you'll find
All who love are blind
Oh: when your heart's on fire
You must realize
Smoke gets in your eyes

So I chaffed them and I gaily laughed
To think they could doubt my love
Yet today my love has flown away
I am without my love

Now laughing friends deride
Tears I cannot hide
Oh: so I smile and say
When a lovely flame dies
Smoke gets in your eyes
(Smoke gets in your eyes: smoke gets in your eyes)
Smoke gets in your eyes"
17,Coasters,Charlie Brown,"Fe-fe: fi-fi: fo-fo: fum
I smell smoke in the auditorium

Charlie Brown: Charlie Brown
He's a clown: that Charlie Brown
He's gonna get caught
Just you wait and see
(Why's everybody always pickin' on me)

That's him on his knees
I know that's him
Yellin' 7 come 11
Down in the boys' gym

Charlie Brown: Charlie Brown
He's a clown: that Charlie Brown
He's gonna get caught
Just you wait and see
(Why's everybody always pickin' on me)

Who's always writing on the wall
Who's always goofing in the hall
Who's always throwing spit balls
Guess who (who: me) yeah: you

Who walks in the classroom: cool and slow
Who calls the English teacher: Daddy-O

Charlie Brown: Charlie Brown
He's a clown: that Charlie Brown
He's gonna get caught
Just you wait and see
(Why's everybody always pickin' on me)

Who walks in the classroom: cool and slow
Who calls the English teacher: Daddy-O

Charlie Brown: Charlie Brown
He's a clown: that Charlie Brown
He's gonna get caught
Just you wait and see
(Why's everybody always pickin' on me)"
18,Martin Denny,Quiet Village, Instrumental
19,Carl Dobkins Jr.,My Heart Is An Open Book,
20,Everly Brothers,('Til) I Kissed You,"Never felt like this until I kissed ya
How did I exist until I kissed ya
Never had you on my mind
Now you're there all the time
Never knew what I missed 'til I kissed ya:
Uh huh I kissed ya: oh yeah
Things have really changed since I kissed ya: uh huh
My life's not the same now that I kissed ya: oh yeah

Mmm: you got a way about ya
Now I can't live without ya
Never knew what I missed 'til I kissed ya: 
Uh huh I kissed ya: oh yeah

You don't realize what you do to me
And I didn't realize what a kiss could be

Mmm: you got a way about ya
Now I can't live without ya
Never knew what I missed 'til I kissed ya: 
Uh huh I kissed ya: oh yeah

You don't realize what you do to me
And I didn't realize what a kiss could be

Mmm: you got a way about ya
Now I can't live without ya: uh huh
Never knew what I missed 'til I kissed ya:
Uh huh I kissed ya: oh yeah
I kissed ya: uh huh
I kissed ya: oh yeah
I kissed ya..."
21,Phil Phillips and The Twilights,Sea Of Love,"Come with me my love
To the sea: the sea of love
I want to tell you
How much I love you

Do you remember when we met
That's the day I knew you were my pet
I want to tell you
How much I love you

Come with me
To the sea: of love

Do you remember when we met
That's the day I knew you were my pet
I want to tell you
How much I love you

Come with me
To the sea: of love

Do you remember when we met
That's the day I knew you were my pet
I want to tell you
How much I love you

I want to tell you
How much I love you
I want to tell you
How much I love you"
22,"Dave ""Baby"" Cortez",The Happy Organ,"The best things in life are free: but you can give them to the birds and bees
I need money
That's what I want
(That's what I want. That's what I want)
That's what I want: that 's what I want
(That's what I want. That's what I want)

Your love gives me such a thrill: but your love don't pay my bills
I need money
That's what I want
(That's what I want. That's what I want)
That's what I want: that 's what I want
(That's what I want. That's what I want)

Money don't get ev'rything: it's true: but what it don't get I can't use
I need money
That's what I want
(That's what I want. That's what I want)
That's what I want: that 's what I want
(That's what I want. That's what I want)

Money: lots of money
(That's what I want: uh huh)
Whole lot of money
(That's what I want: uh huh)
Uh huh. Ah: ah: oh: yeah
(That's what I want: uh huh. That's what I want)
(That's what I want: uh huh. That's what I want)

Money: lots of money
(That's what I want: uh huh)
Whole lot of money
(That's what I want: uh huh)
Uh huh. Ah: ah: oh: yeah
(That's what I want: uh huh. That's what I want)"
23,Lloyd Price,I'm Gonna Get Married,"(Johnny: Johnny: Johnny)
(Johnny: you're too young)
But I'm gonna get married
(You're so young)
My name she'll carry
(You're too young Johnny: you're so smart)
But not smart enough to hide an aching heart

How come my heart deserts me
Burning full of love and desire
How come every time she kiss me
It sets my soul on fire

How come every time she leave me
It seems like I've lost a part
I may be too young to marry
But not to hide an aching heart

(Johnny: you're too young)
But I'm gonna get married
(You're so young)
My name she'll carry
(You're too young Johnny: you're so smart)
But not smart enough to hide an aching heart

How come every time she kiss me
It thrills me from head to toe
How come every time I see her
It lifts me right off the floor

How come every time I'm with her
She whispers so soft and low
It makes me want to jump and holler
And bump my head into a door

(Johnny: you're too young)
But I'm gonna get married
(You're so young)
My name she'll carry
(You're too young: and Johnny: you're so smart)
But not smart enough to hide an aching heart

(Too young)
I'm gonna get married
(You're so young)
My name she'll carry
(You're too young)
But I'm gonna get married
(You're so young)
My name she'll carry
(You're too young)"
24,Impalas,Sorry (I Ran All The Way Home),
25,Dion and The Belmonts,A Teenager In Love,"Each time we have a quarrel
It almost breaks my heart
'Cause I'm so afraid
That we will have to part

Each night I ask the stars up above
Why must I be a teenager in love?

One day I feel so happy
Next day I feel so sad
I guess I'll learn to take
The good with the bad

'Cause each night I ask the stars up above
Why must I be a teenager in love?

I cried a tear
For nobody but you
I'll be a lonely one
If you should say we're through

Well: if you want to make me cry
That won't be so hard to do
If you should say goodbye
I'll still go on loving you

Each night I ask the stars up above
Why must I be a teenager in love?

I cried a tear
For nobody but you
I'll be a lonely one
If you should say we're through

Well: if you want to make me cry
That won't be so hard to do
And if you should say goodbye
I'll still go on loving you

Each night I ask the stars up above
Why must I be a teenager in love?
(In love) Why must I be a teenager in love?
(In love) Why must I be a teenager in love?
(In love) Why must I be a teenager in love?"
26,Crests,16 Candles,"Happy birthday: happy birthday: baby
Oh: I love you so

Sixteen candles
Make a lovely light
But not as bright as your eyes tonight

Blow out the candles:
Make your wish come true
For I'll be wishing
That you love me: too

You're only sixteen
But you're my teenage queen
You're the prettiest: loveliest girl I've ever seen

Sixteen candles
In my heart will glow
For ever and ever for I love you so

You're only sixteen
But you're my teenage queen
Oh: you're the prettiest: loveliest girl I've ever seen

Sixteen candles
In my heart will glow
For ever and ever
For I love you so
For I love you so!"
27,Brook Benton,It's Just A Matter Of Time,"Someday: someway
You'll realize that you've been blind
Yes: darling: you're going to need me again
It's just a matter of time

Go on: go on
Until you reach the end of the line
But I know you'll pass my way again
It's just a matter of time

After I gave you everything I had
You laughed and called me a clown
Remember: in your search for fortune and fame
What goes up must come down

I know: I know
That one day: you'll wake up and find
That my love was a true love
It's just a matter of time"
28,Connie Francis,Lipstick On Your Collar,"(Yeah: yeah: yeah: yeah: yeah: yeah)
(Yeah: yeah: yeah: yeah: yeah: yeah)

When you left me all alone at the record hop
Told me you were goin' out for a soda pop
You were gone for quite a while: half an hour or more
You came back and man oh man this is what I saw

Lipstick on you collar: told a tale on you
Lipstick on you collar: said you were untrue
Bet your bottom dollar: you and I are through
Cause: lipstick on you collar told a tale on you: yeah

You said it belonged to me: made me stop and think
Then I noticed yours was red: mine was baby pink
Who walked in but Mary Jane: lipstick all a mess
Were you smoochin' my best friend: yes: he answered: yes

Lipstick on you collar: told a tale on you
Lipstick on you collar: said you were untrue
Bet your bottom dollar: you and I are through
Cause: lipstick on you collar told a tale on you: boy

Told a tale on you: man
Told a tale on you: yeah"
29,Drifters,There Goes My Baby,"(Bo-bo) (doo-doot-doo-doo-doo-doo)
(There she goes) (doo-doot-doo-doo-doo-doo)
(There she goes) (doo-doot-doo-doo-doo-doo)
(Bo-bo) (doo-doot-doo-doo)
(Bo-bo) (doo-doo-doo-doo)

There goes my baby
Movin' on down the line
Wonder where: wonder where
Wonder where she is bound?

I broke her heart
And made her cry
Now I'm alone: so all alone
What can I do: what can I do?

(There goes my baby) Whoa-oh-oh-oh-oh
(There goes my baby) Yeah: yeah: yeah: yeah
(There goes my baby) Whoa-oh-oh-oh
(There she goes) Yeah! (There she goes)

I wanna know if she loved me
Did she really love me?
Was she just playing
Me for a fool?

I wonder why she left me
Why did she leave me
So all alone
So all alone

I was gonna tell her that I loved her
And that I need her
Beside my side
To be my guide

I wanna know where is my (doo-doot-doo-doo-doo-doo)
Where is my baby? (doo-doot-doo-doo-doo-doo)
I want my baby (doo-doot-doo-doo-doo-doo)
I need my baby

Yeah: whoa-oh-oh
(There goes my baby)
Whoa-oh-oh-oh-oh
(There goes my baby)
Whoa-oh-oh-oh-oh"
30,Elvis Presley,A Big Hunk O' Love,"Hey baby: I ain't askin' much of you
No no no no no no no no baby: I ain't askin' much of you
Just a big-a big-a big-a hunk o' love will do

Don't be a stingy little mama
You're 'bout to starve me half to death
Well you can spare a kiss or two and
Still have plenty left: no no no
Baby: I ain't askin' much of you
Just a big-a big-a big-a hunk o' love will do: that's right

You're just a natural born beehive
Filled with honey to the top
But I ain't greedy baby
All I want is all you got: no no no
Baby: I ain't askin' much of you
Just a big-a big-a big-a hunk o' love will do

I got wishbone in my pocket
I got a rabbit's foot 'round my wrist
You know I'd have all the things my lucky charms could bring
If you'd give me just one sweet kiss: no no no no no no no
Baby: I ain't askin' much of you
Just a big-a hunk o' hunk o' hunk o' love will do
Just a big-a big-a big-a hunk o' love will do
Just a big-a big-a big-a hunk o' love will do
Just a big-a big-a big-a hunk o' love will do"
31,Johnny and The Hurricanes,Red River Rock,
32,Stonewall Jackson,Waterloo,"Waterloo: Waterloo
Where will you meet your Waterloo?
Every puppy has his day: everybody has to pay
Everybody has to meet his Waterloo

Now old Adam was the first in history
With an apple he was tempted and deceived
Just for spite the devil made him take a bite
And that's where old Adam met his Waterloo

Waterloo: Waterloo
Where will you meet your Waterloo?
Every puppy has his day: everybody has to pay
Everybody has to meet his Waterloo

Little General Napoleon of France
Tried to conquer the world but lost his pants
Met defeat known as Bonaparte's Retreat
And that's when Napoleon met his Waterloo

Waterloo: Waterloo
Where will you meet your Waterloo?
Every puppy has his day: everybody has to pay
Everybody has to meet his Waterloo

Now a feller whose darling proved untrue
Took her life but he lost his too
Now he swings where the little birdie sings
And that's where Tom Dooley met his Waterloo

Waterloo: Waterloo
Where will you meet your Waterloo?
Every puppy has his day: everybody has to pay
Everybody has to meet his Waterloo"
33,Sammy Turner,Lavender Blue (Dilly Dilly),"Lavender blue
Dilly-dilly
Lavender green
If I were king
Dilly-dilly
I'd need a queen

Whoa-oh: who told me so
Dilly-dilly
Who told me so
I told myself
Dilly-dilly
I told me so

If your dilly-dilly heart
Feels a dilly-dilly way
If you'll answer yes
In a pretty little church
On a dilly-dilly day
You'll be wed in a dilly-dilly dress of

Lavender blue
Dilly-dilly
Lavender green
Then I'll be king
Dilly-dilly
You'll be my queen

Then I'll be king
Dilly-dilly
You'll be my queen

(Lavender blue: dilly-dilly)"
34,Elvis Presley,(Now And Then There's) A Fool Such As I,"(Now and then there's a fool such as I)
Pardon me: if I'm sentimental
When we say goodbye
Don't be angry with me should I cry
When you're gone: yet I'll dream
A little dream as years go by
Now and then there's a fool such as I 

Now and then there's a fool such as I am over you
You taught me how to love
And now you say that we are through
I'm a fool: but I'll love you dear
Until the day I die
Now and then there's a fool such as I 

Now and then there's a fool such as I am over you
You taught me how to love
And now you say that we are through
I'm a fool: but I'll love you dear
Until the day I die
Now and then there's a fool such as I 
Now and then there's a fool such as I
Now and then there's a fool such as I"
35,Virtues,Guitar Boogie Shuffle,
36,Sandy Nelson,Teen Beat,
37,Edward Burns and Connie Stevens,Kookie Kookie (Lend Me Your Comb),
38,Thomas Wayne,Tragedy,"Wind and storm
(Ooh-ooh)
Gone's the sun
(The sun: ooh)

From the stars
My dark has come
You've gone from me
Oh: oh: tragedy
(Ah: ah: ah: ah: ah)

Oh: come back
Have me here
Hold me: love
Be sincere

You've gone from me
Oh: oh: tragedy

(Ah: ah: ah)
Like smoke from a fire
Of love oh: oh: oh: ooh
Our dreams have all gone
Above oh: oh: oh: ooh

Blown by wind
Kissed by snow
All that's left is
The dark be-ee-ee-low

You've gone from me
Oh: oh: tragedy
(Oh: oh: oh)
Tragedy"
39,Connie Francis,My Happiness,"Evening shadows make me blue
When each weary day is through
How I long to be with you: my happiness

Every day I reminisce
Dreaming of your tender kiss
Always thinking how I miss my happiness

A million years it seems
Have gone by since we shared our dreams
But I'll hold you again
There'll be no blue memories then

Whether skies are gray or blue
Any place on earth will do
Just as long as I'm with you: my happiness

Whether skies are gray or blue
Any place on earth will do
Just as long as I'm with you: my happiness"
40,Freddie Cannon,Talahassee Lassie,
41,Fabian,Tiger,"Hey: lumpa sugar: you look kinda sweet
Cuter than a baby walkin' down the street
When I look into your eyes: I wanna leap
I can't conceal that you make me feel

Like a tiger
Ooh: like a tiger
Ooh: just to see you smile nearly drives me wild
I wanna growl: wow!

I'm feelin' stronger than a grizzly bear
Soarin' like an eagle flyin' through the air
When I get you in my arms: you'd better beware
I go insane 'cause I can't be tamed

Like a tiger
Ooh: like a tiger
Ooh: just to see you smile nearly drives me wild
I wanna growl: wow!

You keep my heart jumpin' like a kangaroo
Floatin' like an onion in a bowl of stew
Baby: every time you come in view
I run like an antelope to get to you

I'm your tiger and you're my mate
Hurry up: buttercup: and don't be late
I might get mad if I have to wait
Come right now 'cause I'm on the prowl

Like a tiger
Ooh: like a tiger
Ooh: just to see you smile nearly drives me wild
I wanna growl: wow!

You keep my heart jumpin' like a kangaroo
Floatin' like an onion in a bowl of stew
Baby: ev'ry time you come in view
I run like an antelope to get to you

I'm your tiger and you're my mate
Hurry up: buttercup: and don't be late
I might get mad if I have to wait
Come right now 'cause I'm on the prowl

Like a tiger
Ooh: like a tiger
Ooh: just to see you smile nearly drives me wild
I wanna growl: wow!"
42,Ricky Nelson,Never Be Anyone Else But You,"There'll never be anyone else
But you for me
Never ever be
Just couldn't be
Anyone else but you

If I could take my pick
Of all the girls I've ever known
Then I'd come and pick you
Out to be my very own

There'll never be anyone else
But you for me
Never ever be
Just couldn't be
Anyone else but you

A heart that's true and longs for you
Is all I have to give
All my love belongs to you
As long as I may live

There'll never be anyone else
But you for me
Never ever be
Just couldn't be
Anyone else but you

I never will forget the way you kiss me
And when we're not together
I wonder if you've missed me

'Cause I hope and pray
The day will come
When you belong to me
Then I'm gonna prove to you
How true my love can be

There'll never be anyone else
But you for me
Never ever be
Just couldn't be
Anyone else but you"
43,Della Reese,Don't You Know,"Don't you know
I have fallen in love with you
For the rest of my whole life through

Don't you know
I was yours from the very day
That you happened to come my way

Can't you see
I'm under your spell
By the look in my eyes
Can't you tell: can't you tell

Now: don't you know
Every beat of my heart keeps crying out
I love you so
Don't you know

Don't you know
Every beat of my heart keeps crying out
I love you so
Don't you know"
44,Elvis Presley,I Need Your Love Tonight,"Oh: oh: I love you so
Uh: uh: can't let you go
Ooh: ooh: don't tell me no
I need your love tonight

Oh: gee: the way you kiss
Sweedee: too good to miss
Wow-whee: want more of this
I need your love tonight

I've been waiting just for tonight
To do some lovin' and hold you tight
Don't tell me baby you gotta go
I got the hifi high and the lights down low

Hey: now: hear what I say
Oh: wow: you better stay
Pow: pow: don't run away
I need your love tonight"
45,Dinah Washington,What A Diff'rence A Day Makes,"What a diff'rence a day made
Twenty-four little hours
Brought the sun and the flowers
Where there used to be rain
My yesterday was blue: dear
Today I'm part of you: dear
My lonely nights are through: dear
(Since you said you were mine)
What a diff'rence a day makes
There's a rainbow before me
Skies above can't be stormy
Since that moment of bliss: that thrilling kiss
(It's heaven when you find romance on your menu)
What a diff'rence a day made
And the difference is you
(What a diff'rence a day makes)
(There's a rainbow before me)
(Skies above can't be stormy)
Since that moment of bliss: that thrilling kiss
(It's heaven when you find romance on your menu)
What a diff'rence a day made
And the difference is you"
46,Bill Parsons,The All American Boy,
47,Jerry Wallace,Primrose Lane,"Primrose Lane: life's a holiday on Primrose Lane
Just a holiday on Primrose Lane with you

Can't explain when we're walkin' down the Primrose Lane
Even roses bloomin' in the rain with you

Sweet perfume
Those little old roses bloom
And I want to walk with you my whole life through

Primrose Lane: life's a holiday on Primrose Lane
Just a holiday on Primrose Lane with you

Sweet perfume
Those little old roses bloom
And I want to walk with you my whole life through

Primrose Lane: life's a holiday on Primrose Lane
Just a holiday on Primrose Lane with you

Wi-i-i-th you
Wi-i-i-th you
Fade
Wi-i-i-th you"
