Position,Artist,Song_Title,Lyrics
64,Golden Earring,Radar Love,"I've been driving all night: my hands wet on the wheel
There's a voice in my head that drives my heel
It's my baby calling: says ""I need you here""
And it's a half past four and I'm shifting gear

When she is lonely and the longing gets too much
She sends a cable coming in from above
Don't need no phone at all

We've got a thing that's called radar love
We've got a wave in the air
Radar love

The radio is playing some forgotten song
Brenda Lee's ""Coming On Strong""
The road has got me hypnotized
And I'm speeding into a new sunrise

When I get lonely and I'm sure I've had enough
She sends her comfort coming in from above
We don't need no letter at all

We've got a thing that's called radar love
We've got a line in the sky
Radar love

No more speed: I'm almost there
Gotta keep cool now: gotta take care
Last car to pass: here I go
And the line of cars goes down real slow

And the radio played that forgotten song
Brenda Lee's ""Coming On Strong""
And the newsman sang his same song
Oh: one more radar lover gone

When I get lonely and I'm sure I've had enough
She sends her comfort coming in from above
We don't need no letter at all

We've got a thing that's called radar love
We've got a line in the sky
We've got a thing that's called radar love
We've got a thing that's called
Radar love"
65,Dave Loggins,Please Come To Boston,"Please come to Boston for the spring time.
I'm stayin' here with some friends
And they've got lots of room.
You can sell your paintings on the sidewalk
By a cafe where I hope to be workin' soon.
Please come to Boston.
She said: ""No.
Would you come home to me?""

And she said: ""Hey: ramblin' boy:
Now won't you settle down?
Boston ain't your kind of town.
There ain't no gold and
There ain't nobody like me.
I'm the number one fan
Of the man from Tennessee.""

Please come to Denver with the snow fall.
We'll move up into the mountains so far
That we can't be found.
And throw ""I love you"" echoes down the canyon
And then lie awake at night until they come back around.
Please come to Denver.
She said: ""No.
Boy: would you come home to me?""

And she said: ""Hey: ramblin' boy:
Why don't you settle down?
Denver ain't your kind of town.
There ain't no gold and
There ain't nobody like me.
'Cause I'm the number one fan
Of the man from Tennessee.""

Now: this drifter's world goes 'round and 'round
And I doubt that it's ever gonna stop:
But of all the dreams I've lost or found
And all that I ain't got.
I still need to lean to
Somebody I can sing to.

Please come to L. A. to live forever.
California life alone is just too hard to build.
I live in a house that looks out over the ocean.
And there's some stars that fell from the sky
And livin' up on the hill.
Please come to L. A.
She just said: ""No.
Boy: won't you come home to me?""

And she said: ""Hey: ramblin' boy:
Why don't you settle down?
L. A. can't be your kind of town.
There ain't no gold and
There ain't nobody like me.
No: no: I'm the number one fan
Of the man from Tennessee.
I'm the number one fan
Of the man from Tennessee."""
66,Wet Willie,Keep On Smilin',"Well you say you got the blues
You got holes in both of your shoes: yeah
You're feeling alone and confused
You got to keep on smilin': just keep on smilin'

Yeah: you're- you're bout to go insane
Cause your womans playing games
And she says that you're to blame
You try to keep on smilin':  just keep on smilin'

Keep on smilin' through the rain: laughin' at the pain
Just flowin' with the changes: till the sun comes out again
Keep on smilin' through the rain: laughin at the pain
Just flowin' with the changes: and singin' this refrain

Singing in a honky tonk cafe
Nobodys hearin' what you play: yeah
They're too busy drinkin anyway
You gotta keep on smilin': brother keep on smilin'

Say you found a piece of land
Gonna change from city boy to country man: yeah
Try to build your life with your hands
And just keep on smilin': keep on smilin'

Keep on smilin' through the rain: laughin' at the pain
Just flowin' with the changes: till the sun comes out again
Keep on smilin' through the rain: laughin at the pain
Just flowin' with the changes: and singin' this refrain



You're just hangin out- in a local bar
And you're wonderin'- who the hell you are
Are you a farmer - are you a star?

Smile on through the rain
Laugh all through the pain
Flow through to changes
Till the sun comes out again

Keep on smilin': smilin' - smilin': smilin'
Laughin: laughin- said laughin': laughin'
Keep on flowin': flowin': flowin'
Yeah"
67,Bobby Womack,Lookin' For A Love,"I'm looking for a love
I'm looking: hey: for a love
I'm looking for a love
(I'm gonna find: I've got to find someone)
I'm looking: I've got find a love

I'm looking for a love
Every day I'm looking for a love
Well: I'm
And I'm looking here and there
And I'm searching everywhere
And I'm looking: I'm looking
I'm looking: looking
(Oh: I'm looking for a love to call my own)

I'm looking for a love
Looking for a love
Well now
And I'm looking here and there
Searching everywhere
Gotta: gotta: gotta
I've gotta: gotta find someone
(I'm looking for a love to call my own)

Someone to get up in the morning
And rub my head
(I'm looking for a love to call my own)

Someone to fix my breakfast
And bring it to my bed
(I'm looking for a love to call my own)

Someone to do a little housework
And back with me again yeah
(I'm looking for a love to call my own)

With lots of love and kisses
And: people: until then
(I'm looking for a love to call my own)
But right now: I'm looking for a love: yes sir
Every day of my life

And I'm looking here and there
And I'm searching everywhere
I'm looking: looking: looking
Oh yeah: yeah: yeah: yeah: yeah
(I'm looking for a love to call my own)
I'm looking: yeah

She might be over here somewhere
I'm gonna find her
Gotta find her

I'm looking for a love
I'm-a keep on looking
Ah: I'm gonna find a love: yeah
Gotta keep on looking

I need someone to walk by my side
Gotta to find someone
Every day of my life
Oh: ho"
68,O'Jays,Put Your Hands Together,"Come on: come on
Come on: y'all now
Put your hands together
Put your hands together
Everybody now
Put your hands together
Let us pray

We've got to pray for all
The brothers under thine hand
Pray for all the sisters
That's doing the best she can
Let us pray that tomorrow
There'll be a better
Day to come: yeah

We got to put our forces together
Sing a song so loud: so fair
That the birds in the trees
Hum along with me
Sweet harmony

Then let it thunder
Let it lightning: let it rain
Let it rain: let it rain
'Cause we're gonna sing
Glory hallelujah so the
Whole wide world can hear

Come on: y'all: now
Put your hands together
Put your hands together
Put your hands together
And let us pray

We got to pray for all the people
Who are sleeping in the street
Pray for all the people
Who don't have enough to eat
Let us pray that tomorrow
There'll be a better day to come
Yeah: yeah: yeah

We got to put our forces together
Sing a song so loud: so fair
That the birds in the trees
Hum along with me
Sweet harmony

Then let it thunder
Let it lightning: let it rain
Let it rain: let it rain
'Cause we're gonna sing
Glory hallelujah so the
Whole wide world can hear

Come on: come on
Put your hands together
Put your hands together
Put your hands together
And let us pray

'Cause we're gonna sing sing
Glory: glory hallelujah
Right here: right now
I said we'll: we'll: we'll
We'll sing: singing
Glory: glory hallelujah
Well
Well hallelujah
Well hallelujah

Come on: come on
Come on: come on
Come on: come on
Come on: come on
Come on: come on
Come on: come on
Put your hands together
Put your hands together
Put your hands together
..."
69,Gladys Knight and The Pips,On And On,"Bet your life I'll be: yeah
A better woman: you see
All because you proved out to be
A better man for me

You build me up with so much affection
(You build me up with so much affection)
And you make me realize my needs
(You make me realize my needs)
You seem to move in the right direction
(Seem to move in the right direction)
Makin' love: makin' love all we please
(Makin' love: makin' love)
Oh: here we go

(On and on) On and on
(On and on) Here we go
(On and on) On and on
(On and on) On and on
(On and on) We gotta go
(On and on) Keep on movin'
(On and on) On and on
(On and on)

How can I: how can I show you how
I want to now prove all my love: ha
But I'm so afraid to take a part
Don't break my heart
The way so many lovers do

So good I feel
Cause the love's for real
Having tons of fun
Since our love begun

Huggin' and a-lovin': on and on
Gettin' with the kissin': on and on
Chills I feel whenever you're near
Stickin' like glue: I keep a-lovin' you

(On and on) On and on
Ow: keep on movin' it
(On and on) We gotta go
Keep on movin': keep on groovin'
(On and on) On and on
Hey: hey: hey
(On and on) On and on
We gotta go

How can I work out this sweet relation
(Yes: filled with love)
Keepin' our hearts together with no temptation
Keepin' us lovin'
Keepin' us lovin'

Going (on and on) on and on
(On and on) On and on
(On and on) We gotta go
(On and on) Keep on movin'
(On and on) Keep on groovin'
(On and on) On and on
(On and on) We going
(On and on) I wanna know

I know you feel like I feel
That's why we've got a love that's real
Let's keep on groovin' the way we do
Let's just keep on movin' if we're gonna make it through: ha

(Huggin' and a-lovin') Huggin' and a-lovin'
(Gettin' with the kissin') Gettin' with the kissin'
(Gettin' with the kissin') Gettin' with the kissin'
(Huggin' and a-lovin') Huggin' and a-lovin'
(Huggin' and a-lovin') Ow
(Gettin' with the kissin') Yeah
(Gettin' with the kissin') Mm
(Huggin' and a lovin') Hey: hey
(Chills I feel whenever you're near)
(Stickin' like glue: I keep a-lovin' you)

(On and on) On and on
Keep on groovin'
(On and on) We gotta move: we gotta groove
Keep on movin'
(On and on) On and on
Ow: we gotta move
(On and on) On and on
Keep on groovin'
(On and on) Hey: hey: hey: hey
On and on
(On and on) Keep on movin'
Keep on groovin'
(On and on) On and on
On and on
(On and on) On and on"
70,Cat Stevens,Oh Very Young,"Oh very young: what will you leave us this time
You're only dancing on this earth for a short while
And though your dreams may toss and turn you now
They will vanish away like your daddy's best jeans
Denim blue: fading up to the sky
And though you want them to last forever: you know they never will
You know they never will
And the patches make the goodbye harder still

Oh very young: what will you leave us this time
There'll never be a better chance to change your mind
And if you want this world to see a better day
Will you carry the words of love with you
Will you ride the great white bird into heaven
And though you want to last forever: you know you never will
You know you never will
And the goodbye makes the journey harder still

Will you carry the words of love with you
Will you ride
Ohhhhhhhhhhhhhhhhhhhhhh

Oh very young: what will you leave us this time
You're only dancing on this earth for a short while
Oh very young: what will you leave us this time"
71,Helen Reddy,Leave Me Alone (Ruby Red Dress),"Big old Ruby Red Dress
Wanders 'round the town
Talking to herself now
Sometimes sitting down
Don't you get too close now
Ruby runs away
Poor old Ruby Red Dress
Born on a sorry day
I can hear her say

Leave me alone
Won't you leave me alone
Please leave me alone
Now leave me alone
Oh: leave me alone
Please leave me alone
Yes: leave me
Leave me

Leave me alone
Won't you leave me alone
Please leave me alone
Now leave me alone
God: leave me alone
Just leave me alone
Oh: leave me
Leave me

Big old Ruby Red Dress
Everybody laughs
Say she's got no future
And never made no past
Something hurt that Ruby
Something she can't bare
You look at her real close now
You see a little tear
When she says now

Leave me alone
Won't you leave me alone
Please leave me alone
God: leave me alone
Oh: leave me alone
Just leave me alone
Please leave me
Leave me

Leave me alone
Won't you leave me alone
Please leave me alone
Now leave me alone
Oh: leave me alone
Just leave me alone
Oh leave me
Leave me

Some folks say some farm boy
Oh: from Tennessee
Taught it all to Ruby
Then just let her be
Her daddy tried to hide it
Tried to keep things cool
But something happened to Ruby
She broke down to a fool
Who just said now

Leave me alone
Won't you leave me alone
Please leave me alone
Now leave me alone
Oh: leave me alone
Please leave me alone
Yes leave me
Leave me

Leave me alone
Won't you leave me alone
Please leave me alone
Now leave me alone
God: leave me alone
Just leave me alone
Please leave me
Leave me

Leave me alone
Won't you leave me alone
Please leave me alone"
72,Chicago,(I've Been) Searchin' So Long,"As my life goes on: I believe
Somehow: something's changed
Something deep inside: ooh: a part of me

There's a strange new light in my eyes
Things I've never known
Changing my life: changing me

I've been searchin' so long
To find an answer
Now I know my life has meaning: oh

Now I see myself as I am
Feeling very free
Life is everything: ooh: it's meant to be

When my days have come to an end
I will understand
What I left behind: part of me

I've been searchin' so long
To find an answer
Now I know my life has meaning: woah: woah

Searching (don't you know I'm: oh yeah) for an answer
To the question: oh yeah: who am I
Baby (baby it's true): it's only natural
Good things in life take a long time"
73,Elton John,Goodbye Yellow Brick Road,"When are you gonna come down?
When are you going to land?
I should have stayed on the farm
I should have listened to my old man

You know you can't hold me forever
I didn't sign up with you
I'm not a present for your friends to open
This boy's too young to be singing the blues

Ah-ah-ah-ah-ah
Ah-ah-ah-ah

So: goodbye yellow brick road
Where the dogs of society howl
You can't plant me in your penthouse
I'm going back to my plow

Back to the howling old owl in the woods
Hunting the horny-back toad
Oh: I've finally decided my future lies
Beyond the yellow brick road

Ah-ah-ah-ah-ah
Ah-ah-ah-ah

What do you think you'll do then?
I bet they shoot down the plane
It'll take you a couple of vodka and tonics
To set you on your feet again

Maybe you'll get a replacement
There's plenty like me to be found
Mongrels: who ain't got a penny
Sniffing for tidbits like you: on the ground

Ah-ah-ah-ah-ah
Ah-ah-ah-ah

So: goodbye yellow brick road
Where the dogs of society howl
You can't plant me in your penthouse
I'm going back to my plow

Back to the howling old owl in the woods
Hunting the horny-back toad
Oh: I've finally decided my future lies
Beyond the yellow brick road

Ah-ah-ah-ah-ah
Ah-ah-ah-ah"
74,Ringo Starr,Oh My My,"I phoned up my doctor to see what's the matter
He said: ""Come on over""
I said: ""Do I hafta""
My knees started shakin'
My wrists started achin'
Wwn my doctor said to me:

Oh my my: oh my my
Can you boogie: can you slide
Oh my my: Oh my my
You can boogie if you try
Oh my my: oh my my
It's guarateed to keeep you alive"
75,O'Jays,For The Love Of Money,"Money money money money: money
Money money money money: money
Money money money money: money
Money money money money: money
Money money money money: money
Money money money money: money
Some people got to have it
Some people really need it
Listen to me y'all: do things: do things: do bad things with it
You wanna do things: do things: do things: good things with it
Talk about cash money: money
Talk about cash money- dollar bills: y'all

For the love of money
People will steal from their mother
For the love of money
People will rob their own brother
For the love of money
People can't even walk the street
Because they never know who in the world they're gonna beat
For that lean: mean: mean green
Almighty dollar: money

For the love of money
People will lie: Lord: they will cheat
For the love of money
People don't care who they hurt or beat
For the love of money
A woman will sell her precious body
For a small piece of paper it carries a lot of weight
Call it lean: mean: mean green

Almighty dollar

I know money is the root of all evil
Do funny things to some people
Give me a nickel: brother can you spare a dime
Money can drive some people out of their minds

Got to have it: I really need it
How many things have I heard you say
Some people really need it
How many things have I heard you say
Got to have it: I really need it
How many things have I heard you say

Save your soul: don't sell it

Lay down: lay down: a woman will lay down
For the love of money
All for the love of money
Don't let: don't let: don't let money rule you
For the love of money
Money can change people sometimes
Don't let: don't let: don't let money fool you
Money can fool people sometimes
People! Don't let money: don't let money change you:
It will keep on changing: changing up your mind."
76,Eric Clapton,I Shot The Sheriff,"I shot the sheriff
But I did not shoot the deputy
I shot the sheriff
But I didn't shoot the deputy

All around in my hometown
They're trying to track me down
They say they want to bring me in guilty
For the killing of the deputy
For the life of a deputy: but I said

I shot the sheriff
But I swear it was in self defense
I shot the sheriff
And they say it is a capital offense

Sheriff John Brown always hated me
For what: I don't know
But every time that I plant a seed
He said ""Kill it before it grows""
He said ""Kill it before it grows""

I said
I shot the sheriff
But I swear it was in self defense
I shot the sheriff
But I swear it was in self defense

Freedom came my way one day
And I started out of town: yeah
All of a sudden I see Sheriff John Brown
Aiming to shoot me down
So I shot: I shot him down: I said

I shot the sheriff
But I did not shoot the deputy
I shot the sheriff
But I didn't shoot the deputy

Reflexes got the better of me
And what is to be must be
Every day the bucket falls to the well
But one day the bottom will drop out
Yes: one day the bottom will drop out: I said

I shot the sheriff
But I didn't shoot the deputy
Oh no: oh no
I shot the sheriff
But I did not shoot no deputy
Oh no"
77,Paul McCartney and Wings,Jet,"I can almost remember their funny faces
That time you told 'em that you were going to be marrying soon
And Jet
I thought the only lonely place was on the moon
 
Was your father as bold as a sergeant major?
Well how come he told you that you were hardly old enough yet?
And Jet
I thought the major was a lady sufragette
 
Ah: mater: want Jet to always love me?
Ah: mater: much later
 
With the wind in your hair of a thousand laces
Climb on the back and we'll go for a ride in the sky
And Jet
I thought the major was a little lady suffragette
 
And Jet
You know I thought you was a little lady suffragette
 
A little lady: my little lady yes!"
78,Elton John,Don't Let The Sun Go Down On Me,"I can't light no more of your darkness
All my pictures seem to fade to black and white
I'm growing tired and time stands still before me
Frozen here on the ladder of my life

Too late to save myself from falling
I took a chance and changed your way of life
But you misread my meaning when I met you
Closed the door and left me blinded by the light

Don't let the sun go down on me (don't let the sun)
Although I search myself: it's always someone else I see
I'd just allow a fragment of your life to wander free
But losing everything is like the sun going down on me

I can't find: oh: the right romantic line
But see me once and see the way I feel
Don't discard me: just because you think I mean you harm
But these cuts I have: oh they need love to help them heal

Don't let the sun go down on me (don't let the sun)
Although I search myself: it's always someone else I see
I'd just allow a fragment of your life to wander free
But losing everything is like the sun going down on me

Don't let the sun go down on me (don't let the sun)
Although I search myself: it's always someone else I see
I'd just allow a fragment of your life to wander free: yeah
But losing everything is like the sun going down on me"
79,Mike Oldfield,Tubular Bells,
80,Anne Murray,A Love Song,"There's a wren in a willow wood
Flies so high and sings so good
And he brings to you what he sings to you

Like my brother the wren and I
Well: he told if I try: I could fly for you
And I wanna try for you 'cause

I wanna sing you a love song
I wanna rock you in my arms all night long
I wanna get to know you
I wanna show you the peaceful feelin' of my home

Summer thunder on moon-bright days
Northern Lights and skies ablaze
And I bring to you: lover: when I sing to you

Silver wings in a fiery sky
Show the trail of my love and I
Sing to you: love is what I bring to you

And I wanna sing to you: oh

I wanna sing you a love song
I wanna rock you in my arms all night long
I wanna get to know you
I wanna show you the peaceful feelin' of my home

I wanna sing you a love song
I wanna rock you in my arms all night long
I wanna get to know you
I wanna show you the peaceful feelin' of my home

I wanna show you the peaceful feelin' of my home"
81,Donny and Marie Osmond,I'm Leaving It All Up To You,
82,Todd Rundgren,"Hello, It's Me","Hello: it's me
I've thought about us for a long: long time
Maybe I think too much: but something's wrong
There's something here doesn't last too long
Maybe I shouldn't think of you as mine

Seeing you
Or seeing anything as much as I do you
I take for granted that you're always there
I take for granted that you just don't care
Sometimes I can't help seeing all the way through

It's important to me
That you know you are free
'Cause I never want to make you change for me

Think of me
You know that I'd be with you if I could
I'll come around to see you once in a while
Or if I ever need a reason to smile
And spend the night if you think I should

It's important to me
That you know you are free
'Cause I never want to make you change for me

Think of me
You: you know that I'd be with you if I could
I'll come around to see you once in a while
Or if I ever need a reason to smile
And spend the night if you think I should

Think of me
Think of me
Think of me
Think of me
Think of me
Think of me
Think of me
Think of me
Think of me
Think of me
Think of me
Think of me
Think of me"
83,Tom T. Hall,I Love,"I love little baby ducks: old pick-up trucks: slow-moving trains: and rain
I love little country streams: sleep without dreams: Sunday school in may:
And hay
And I love you too

I love leaves in the wind: pictures of my friends: birds in the world: and squirrels
I love coffee in a cup: little fuzzy pups: old TV shows:
And snow
And I love you too

I love honest open smiles: kisses from a child: tomatoes on the vine: and onions
I love winners when they cry: losers when they try: music when it's good: and light
And I love you too"
84,Guess Who,Clap For The Wolfman,"Clap for the Wolfman
He gonna rate your record high
Clap for the Wolfman
You gonna dig him till the day you die

Clap for the Wolfman
He gonna rate your record high (Mmm: yes gracious)
Clap for the Wolfman
You gonna dig him till the day you die (Heh heh heh: oh wow)

Doo Ron Ron and The Duke of Earl: they were friends of mine
And I was on my moonlight drive
Snuggled in: said ""Baby: just one kiss"": she said ""No: no: no""
""Romance ain't keeping me alive""
Said ""Hey babe: d'you wanna coo: coo: coo?"": she said ""Ah: ah: ah""
So I was left out in the cold
I said ""You're what I've been dreaming of"": she said ""I don't want to know""
(Oh you know: she was diggin' the cat on the radio)

Clap for the Wolfman
He gonna rate your record high (Yes baby: I your doctor love)
Clap for the Wolfman
You gonna dig him till the day you die
(Heh heh: everybody's talking about the Wolfman's ""pompatous of love"")

Seventy-five or eighty miles an hour: she hollered ""Slow: slow: slow""
Baby: I can stop right on a dime
I said ""Hey baby: give me just one kiss"": she said ""No: no: no""
But how was I to bide my time?
Said ""Hey babe: d'you wanna coo: coo: coo?"": she said ""Ah: ah: ah""
Said ""I'm about to overload""
I said ""You're what I been living for"": she said ""I don't know want to know""
(Oh: you thought she was diggin' you but she was diggin' me: nyhahaha)

Clap for the Wolfman
He gonna rate your record high
(As long as you got the curves: baby: I got the angles)
Clap for the Wolfman
You gonna dig him till the day you die
(It's all according to how your boogaloo situation stands: you understand?)

Clap for the Wolfman
He gonna rate your record high
(You ain't gonna get 'em: 'cause I got 'em: ha yeah)
Clap for the Wolfman
You gonna dig him till the day you die
(You might wanna try: but I gonna keep 'em: ain't that right girls?)

Clap for the Wolfman
Clap for the Wolfman
Clap for the Wolfman
Clap for the Wolfman
Clap for the Wolfman (And I got 'em all)
Clap for the Wolfman (Yes you go right on and try)
Clap for the Wolfman (I'm gonna say bye)
Clap for the Wolfman
Clap for the Wolfman
Clap for the Wolfman
Clap for the Wolfman
Clap for the Wolfman
Clap for the Wolfman
Clap for the Wolfman"
85,Jim Croce,I'll Have To Say I Love You In A Song,"Well: I know it's kinda late
I hope I didn't wake you
But what I've gotta say can't wait
I know you'd understand

Every time I tried to tell you
The words just came out wrong
So I'll have to say I love you in a song

Yeah: I know it's kinda strange
But every time I'm near you
I just run out of things to say
I know you'd understand

Every time I tried to tell you
The words just came out wrong
So I'll have to say I love you in a song

Every time the time was right
All the words just came out wrong
So I'll have to say I love you in a song

Yeah: I know it's kinda late
I hope I didn't wake you
But there's something that I just gotta say
Know you'd understand

Every time I tried to tell you
The words just came out wrong
So I'll have to say I love you in a song"
86,Sister Janet Mead,The Lord's Prayer,"Our Father
Who art in heaven
Hallowed be Thy name
Thy kingdom come
Thy will be done
On earth as it is in heaven
Our Father
Who art in heaven
Hallowed be Thy name
Thy kingdom come
Thy will be done
On earth as it is in heaven

Give us this day our daily bread
Forgive us our trespasses
As we forgive them who trespass against us
Forgive us our trespasses

Our Father
Who art in heaven
Hallowed be Thy name
Thy kingdom come
Thy will be done
On earth as it is in heaven

Our Lord lead us not into temptation
But save us from evil
And the kingdom: the power
And the glory forever
Will be Yours

Our Father
Who art in heaven
Hallowed be Thy name
Thy kingdom come
Thy will be done
On earth as it is in heaven

Our Father
Who art in heaven
Hallowed be Thy name
Thy kingdom come
Thy will be done
On earth as it is in heaven

Our Father
Who art in heaven
Hallowed be Thy name
Thy kingdom come
Thy will be done
On earth as it is in heaven

Our Father
Who art in heaven
Hallowed be Thy name
Thy kingdom come
Thy will be done
On earth as it is in heaven"
87,Lamont Dozier,Trying To Hold On To My Woman,"I'm just tryin' to hold on to my woman
To my life
I've got a woman that satisfies my every need
She's got a formula guaranteed to please
You know what: there was once a time
When I ran the streets
And tryin' to sweep all the girls
Off their feet
But that kind of kind
It only destroys
And that's why I have no desire
To paint the town with the boys
I stay home
I just tryin': tryin' ta hold on: hold on
To my...: ah
My woman: my life

I feel like I want to testify
For all the wrong I've done
She never once complained
She stuck beside me
All through the sunshine and rain
And I don't gamble with her love
That's something I couldn't stand to lose
Her confidence in me
I don't dare misuse
If I get the urge to go
She may not know where I'm goin'
But I don't fear me
That when I come in
She knows where I been

In my life she's first and she's last
She's my future
And I'm telling you all
She my past
And for what she's given me
I can never repay
I can only hope (only hope)
Only hope (only hope)
That she let me (let me)
Let me (let me)
I said let me (let me)
Serve her for the rest of her days
Always and always

I'm just tryin' to hold on: hold on
To my...
To my home and my life love
Some call me henpecked
For giving my woman the proper respect
But I don't care
I don't mind if they tease me
As long as my woman is pleasing me
I'm just tryin' ta
Tryin' ta: tryin' ta
Tryin' ta
Hold on
To my...
My woman my life"
88,Stevie Wonder,Don't You Worry 'Bout A Thing,Unfortunately: we are not licensed to display the full lyrics for this song at the moment. Hopefully we will be able to in the future. Until then... how about a random page?
89,Charlie Rich,A Very Special Love Song,"Babe: somewhere I know I'm gonna find it: babe
It'll have my love behind it
And it will be a symphony of all you mean to me
A Very special love song

And Babe: if there's a way you know I'm gonna say it: babe
If there's a melody: I'll play it
And I'll play it through especially for you
And all the words are true
A very special love song

So don't be surprised if you're sittin' alone and you hear it
'Cause I'm gonna sing it to the whole big lonely world
So turn your radio way down low and get near it
And I'll tell the world I love you girl

Babe: if there's an ounce of love: I'm gonna give it to you: babe
If there's a breath of life: I'm gonna live it
Every day for you and all the whole night through
Singing just for you a very special love song
For you"
90,Jim Stafford,My Girl Bill,"Bill walked me to my door last night:
And he said: Before I go
There's something about our love affair:
That I have a right to know
I said: Let's not stand out here like this:
What would the neighbors think?
Why don't we just step inside:
And I'll fix us both a drink.

My girl Bill
My: my: girl Bill
Can't say enough about the way I feel:
About my girl: my girl Bill.

William's hands were shaking:
As he took his glass of wine.
And I could see we both felt the same:
And when his eyes met mine:
I said: Who we love and why we love:
It's hard to understand.
Let's just sit here on the couch:
And face this: man to man.

My girl Bill
My: my: girl Bill
Can't say enough about the way I feel:
About my girl: my girl Bill.

Bill: you know we just left her place:
And we both know what she said.
She doesn't want to see your face:
And she wishes you were dead!
Now: I know we both love her:
And I guess we always will.
But you're gonna have to find another:
'Cause she's my girl: Bill!

My girl Bill
My: my: girl Bill
Can't say enough about the way I feel:
About my girl: talkin' 'bout my little girl:
My girl: Bill."
91,Diana Ross and Marvin Gaye,My Mistake Was To Love You,
92,Paul McCartney and Wings,Helen Wheels,"Said farewell to my last hotel: it never was much kind of abode
Glasgow town never brought me down when I was heading out on the road
Carlisle city never looked so pretty: and the kendal freeway is fast
Slow down driver: wanna stay alive: I wanna make this journey last

Helen (helen) hell on wheels
Ain't nobody else gonna know the way she feels
Helen (helen) hell on wheels
And they never gonna take her away

M6 south down Liverpool: where they play the west coast sound
Sailor sam: he came from Birmingham: but he never will be found
Doin' fine when a london sign: greets me like a long lost friend
Mister motor won't you check her out: she's gotta take me back again

Helen (helen) hell on wheels
Ain't nobody else gonna know the way she feels
Helen (helen) hell on wheels
And they never gonna take her away

Got no time for a rum and lime: I wanna get my right foot down
Shake some dust off of this old bus: I gotta get her out of town
Spend the day upon the motorway: where the carburettors blast
Slow down driver: wanna stay alive: I wanna make this journey last

Helen (helen) hell on wheels
Ain't nobody else gonna know the way she feels
Helen (helen) hell on wheels
And they never gonna take her away

Say bye-bye"
93,Jim Stafford,Wildwood Weed,"The wildwood flower grew wild on the farm:
And we never knowed what it was called.
Some said it was a flower and some said it was weed:
I never gave it much thought ...
One day I was out there talking to my brother:
Reached down for a weed to chew on:
Things got fuzzy and things got blurry:
And then everything was gone!
Didn't know what happened:
But I knew it beat the hell out of sniffin burlap.

I come to and my brother was there:
And he said: What's wrong with your eyes?
I said: I don't know: I was chewing on a weed.
He said: Let me give it a try.
We spent the rest of that day and most of that night:
Trying to find my brother: Bill.
Caught up with him: bout six oclock the next morning:
Naked: swinging on the wind mill!
He said he flew up there.
I had to fly up there and bring him down:
He was about half crazy ...

The very next day we picked a bunch of them weeds:
And put 'em in the sun to dry.
Then we mashed 'em up and chopped 'em up:
And put 'em in the corncob pipe.
Smokin' that wildwood flower got to be a habit:
We didn't see no harm.
We thought it was kind of handy:
Take a trip and never leave the farm!

All good things gotta come to an end:
And it's the same with the wildwood weed.
One day this feller from Washington came by:
And he spied it and turned white as a sheet.
Then they dug and they burned:
And they burned and they dug:
And they killed all our cute little weeds.
Then they drove away:
We just smiled and waved ...
Sittin' there on that sack of seeds!

Y'all come back now: hear?"
94,First Class,Beach Baby,"Do you remember back in old L.A. (oh oh oh)
When everybody drove a Chevrolet (oh oh oh)
Whatever happened to the boy next door
The sun-tanned crew-cut all-American male

Remember dancing at the high school hop (oh oh oh)
The dress I ruined with the soda pop (oh oh oh)
I didn't recognize the girl next-door
The beat up sneakers and the pony tail

Beach baby: beach baby: give me your hand
Give me something that I can remember
Just like before: we can walk by the shore in the moonlight
Beach baby: beach baby: there on the sand
From July to the end of September
Surfin' was fun: we'd be out in the sun every day

Mmm: I never thought that it would end (ooh ooh)
Mmm: and I was everybody's friend (ooh ooh)
Long hot days
Blue sea haze
Jukebox plays
But now it's fading away

We couldn't wait for graduation day (oh oh: no)
We took the car and drove to San Jose (oh oh oh)
That's where you told me that you'd wear my ring
I guess you don't remember anything

Beach baby: beach baby: give me your hand (give me your hand)
Give me somethin' that I can remember (give me something to remember)
Just like before we can walk by the shore in the moonlight
Beach baby: beach baby: there on the sand (there on the sand)
From July to the end of September (from July to September)
Surfin' was fun: we'd be out in the sun every day

Beach baby: beach baby
Beach baby: beach baby
Beach baby: beach baby
Do do: do do do do
Beach baby: beach baby
Beach baby: beach baby
Beach baby: beach baby
Do do: do do do do
Beach baby: beach baby
Beach baby: beach baby
Beach baby: beach baby
Do do: do do do do
Beach baby: beach baby
Beach baby: beach baby
Beach baby: beach baby
Do do: do do do do
Beach baby: beach baby
Beach baby: beach baby
Beach baby: beach baby
Do do: do do do do"
